tomeID,name,level,role,objective,reward
Tome07,All According to Plan,4,Killer,Catch <b>2 Survivor(s)</b> in a Bear Trap while in a chase with them as <b>The Trapper</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome07,Glyph Escapee,4,Survivor,Commune with a <b>Blue Glyph</b> _GFX::CQGBIcon and then escape the trial <b>1 time(s).</b>,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Bring the Light,1,Survivor,Repair a total of <b>6 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Heroic Virtue,1,Survivor,Survive while <b>3 other Survivor(s)</b> escape the trial. You must remain in the trial while they escape.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,A Stunning Display,1,Survivor,Stun or blind the Killer <b>4 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Liberator,1,Survivor,Unhook <b>8 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Appeal to Heal,1,Survivor,Fully deplete <b>3 Med-kit(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Go For Broke,1,Survivor,Sabotage <b>5 hook(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Strategic Alliance,1,Survivor,Perform a cooperative action for <b>60 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,The Last Place You Look,1,Survivor,Unlock <b>5 chest(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Gruesome,1,Killer,Hook <b>8 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Reverent,1,Killer,Sacrifice <b>5 Survivor(s)</b> to The Entity.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Unleash the Rage,1,Killer,"Break <b>20</b> walls, pallets or generators.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Bloody Good,1,Killer,Hit a Survivor with your weapon <b>12 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Bloody Rewards,1,General,Earn <b>50000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Silver Age,1,General,Earn <b>8 emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome08,Where There's a Will...,1,Survivor,Finish repairing a generator or unhook a Survivor safely <b>2 times(s)</b> while you are injured while using the perk <b>Iron Will</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,The Survivalist Slips Away,1,Survivor,Escape <b>1 chase(s)</b> as <b>Jake Park</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,All Better!,1,Survivor,Completely heal <b>2 health state(s)</b> of any Survivor.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Slaughter,1,Killer,Kill <b>2 Survivor(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,In the Zone,1,Killer,Hit <b>4 Survivor(s)</b> with your weapon while you are invigorated by the Afterpiece Antidote as <b>The Clown</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Fun with Phobias,1,Killer,Down Survivor(s) <b>5 time(s)</b> while using the perk <b>Coulrophobia</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Bottle Rocket,1,Killer,Enshroud <b>4 Survivor(s)</b> in the gas of the Afterpiece Tonic as <b>The Clown</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Crushing Dominance,1,Killer,Knock down <b>5 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Glyph Seeker,1,General,Commune with <b>3 Red Glyph(s).</b>_GFX::CQGRIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Glyph Graduate,1,Survivor,Commune with <b>2 Yellow Glyph(s).</b>_GFX::CQGYIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Bring the Light,2,Survivor,Repair a total of <b>12 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,By Any Means Necessary,2,Survivor,Drop <b>10 pallet(s)</b> while being chased by the Killer.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Keep Calm,2,Survivor,Succeed at <b>5 Skill Check(s)</b> while you are in the Killer's Terror Radius.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Liberator,2,Survivor,Unhook <b>10 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Blood Collector,2,Survivor,Earn <b>75000 Bloodpoints</b> as a <b>Survivor</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Cooperative Healthcare,2,Survivor,Heal a total of <b>3 health states</b> while cooperating with Survivor(s).,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Carry On,2,Killer,Carry Survivors over <b>150 meters</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Execution,2,Killer,Kill <b>12 Survivor(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Scrap Yard,2,Killer,Damage <b>12 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Knockout,2,Killer,Knock down <b>15 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Deadly Pursuit,2,Killer,Chase Survivors for a total of <b>120 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Bloody Good,2,Killer,Hit a Survivor with your weapon <b>25 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Iridescent Age,2,General,Earn <b>4 emblem(s)</b> of <b>Iridescent quality</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Bloody Rewards,2,General,Earn <b>75000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome08,Calm in the Face of Adversity,2,Survivor,Hide within 10 meters of the Killer without being caught for a total of <b>30 seconds</b> while using the perk <b>Calm Spirit</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,The Jake Escape,2,Survivor,Escape <b>1 trial(s)</b> as <b>Jake Park</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Jump-start,2,Survivor,Vault a pallet or window while in a chase <b>5 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Machinist,2,Survivor,Finish repairing <b>3 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,B.Y.O.B.,2,Killer,Hit <b>2 Survivor(s)</b> <i>directly</i> with the Afterpiece Tonic bottle as <b>The Clown</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Self-Deprecating Joke,2,Killer,Invigorate <b>Survivor(s) 2 time(s)</b> with the Afterpiece Antidote while they are intoxicated by the Afterpiece Tonic as <b>The Clown</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Dark Adherent,2,Killer,Hook <b>7 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Raining Hatchets,2,Killer,Down <b>6 Survivor(s)</b> with Hatchets as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Classic Comedy,2,Killer,"Finish a trial with no more than <b>1 living Survivor(s)</b> while using the perks <b>Bamboozle</b>, <b>Coulrophobia</b> and <b>Pop Goes the Weasel</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Glyph Graduate,2,Survivor,Commune with <b>3 Yellow Glyph(s).</b>_GFX::CQGYIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome08,Sore Ankles,3,Survivor,Fall from a great height while being chased <b>6 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,A True Friend,3,Survivor,Unhook a Survivor safely or take a protection hit <b>15 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,As Long As It Gets Fixed,3,Survivor,Finish repairing a generator or have another Survivor finish repairing a generator <b>15 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Escape Artist,3,Survivor,Escape <b>4 trial(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Take Care,3,Survivor,Heal yourself a total of <b>8 health states</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Deadly Race,3,Survivor,Be chased by the Killer for a total of <b>240 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Reverent,3,Killer,Sacrifice <b>15 Survivor(s)</b> to The Entity.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Unleash the Rage,3,Killer,"Break <b>40</b> walls, pallets or generators.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Exposed Target,3,Killer,Hit <b>12 Survivor(s)</b> with your weapon while that Survivor is Exposed.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Combo King,3,Killer,Hit <b>2 different Survivor(s)</b> with your weapon within <b>60 second(s)</b>. Do this <b>4 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Obsessive,3,Killer,Kill the Obsession <b>5 time(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Buried Underground,3,Killer,Hook <b>10 Survivor(s)</b> in the basement.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Golden Age,3,General,Earn <b>12 emblem(s)</b> of <b>Gold quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Bloody Rewards,3,General,Earn <b>100000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome08,Stop 'Em in Their Tracks,3,Survivor,Stun or blind the Killer <b>4 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Deceptive Design,3,Survivor,Escape <b>2 chase(s)</b> while using the perk <b>Deception</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,The Act of Sabotage,3,Survivor,Sabotage <b>3 Hook(s)</b> without a Toolbox while using the perk <b>Saboteur</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Cellar Search,3,Survivor,Find and pick up an item in the basement chest after rummaging while using the perk <b>Appraisal</b>. Do this <b>1 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Positive Vibes,3,Survivor,Completely heal <b>2 health state(s)</b> of other Survivors.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Thorough Destruction,3,Killer,Damage a generator or destroy a dropped pallet <b>10 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Lullaby for the Suffering,3,Killer,Hook <b>5 Survivor(s)</b> while using the perk <b>Hex: Huntress Lullaby</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,Glyph Seeker,3,General,Commune with <b>5 Red Glyph(s).</b>_GFX::CQGRIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome08,The Engineer's Guild,4,Survivor,Repair a total of <b>10 generator(s)</b> while cooperating with other Survivor(s).,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,A Stunning Display,4,Survivor,Stun or blind the Killer <b>20 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Keep Calm,4,Survivor,Succeed at <b>12 Skill Check(s)</b> while you are in the Killer's Terror Radius.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Go For Broke,4,Survivor,Sabotage <b>15 hook(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Blood Debt,4,Survivor,Unhook <b>a Survivor</b> who unhooked you earlier in the trial <b>5 time(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Carry On,4,Killer,Carry Survivors over <b>300 meters</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Execution,4,Killer,Kill <b>15 Survivor(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Scrap Yard,4,Killer,Damage <b>25 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Deadly Pursuit,4,Killer,Chase Survivors for a total of <b>300 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,By Hook or Crook,4,Killer,Hook <b>2 different Survivors</b> within <b>60 second(s)</b>. Do this <b>4 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Bloody Good,4,Killer,Hit a Survivor with your weapon <b>50 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Iridescent Age,4,General,Earn <b>10 emblem(s)</b> of <b>Iridescent quality</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Bloody Rewards,4,General,Earn <b>130000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome08,Powerplay,4,Survivor,"While the Killer is carrying a Survivor, stun the Killer while using the perk <b>Power Struggle</b>. Do this <b>1 time(s)</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Keepsake,4,Survivor,Escape the trial with an item of <b>Ultra Rare</b> rarity <b>1 time(s)</b> as <b>Élodie Rakoto</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Old School Skills,4,Killer,Hit <b>10 Survivor(s)</b> with your weapon while you have no Hatchets as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Bullseye,4,Killer,Hit <b>4 Survivor(s) 15 meters</b> away with <b>Hatchets</b> as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,The Beast Awakens,4,Killer,Hit <b>6 Survivor(s)</b> with your weapon while you are Undetectable while using the perk <b>Beast of Prey</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Glyph Graduate,4,Survivor,Commune with <b>4 Yellow Glyph(s).</b>_GFX::CQGYIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome08,Glyph Escapee,4,Survivor,Commune with a <b>Blue Glyph</b> _GFX::CQGBIcon and then escape the trial <b>1 time(s).</b>,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome09,Bring the Light,1,Survivor,Repair a total of <b>4 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Life Giver,1,Survivor,Heal a total of <b>5 health state(s)</b> of any Survivor.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Deadly Race,1,Survivor,Be chased by the Killer for a total of <b>180 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Reverent,1,Killer,Sacrifice <b>8 Survivor(s)</b> to The Entity.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Whatever it Takes,1,Survivor,Stun the Killer <b>4 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Heroic Virtue,1,Survivor,Survive while <b>4 other Survivor(s)</b> escape the trial. You must remain in the trial while they escape.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Scrap Yard,1,Killer,Damage <b>12 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Silver Age,1,General,Earn <b>8 emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Bloody Rewards,1,General,Earn <b>50000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Salvation or Sacrifice,1,General,Complete a total of <b>10</b> of the following as Survivor or Killer:<ul><li><b>Safely unhook Survivor(s).</b></li><li><b>Hook Survivor(s).</b></li></ul>,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Cut Em Up,1,Killer,Hit Survivors <b>25 times(s)</b> with Blades as <b>The Trickster</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,One Thousand Cuts,1,Killer,Injure <b>3 Survivor(s)</b> with Blades as <b>The Trickster</b>. Survivors are injured when their Laceration Meter is filled.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Save Yourself,1,Survivor,Hide within 10 meters of the Killer without being caught for a total of <b>15 seconds</b> while using the perk <b>Self-Preservation</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Controlled Chaos,1,Killer,Chase Survivors for a total of <b>60 second(s)</b> while using the perk <b>Hex: Crowd Control</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Star Seekers,1,Killer,Hit a Survivor suffering from the Exposed status effect with your weapon <b>1 time(s)</b> while using the perk <b>Starstruck</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Savior,1,Survivor,Unhook <b>2 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Jin's Win,1,Survivor,Escape <b>1 trial(s)</b> as <b>Yun-Jin Lee</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Bloody Good,1,Killer,Hit a Survivor with your weapon <b>12 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome09,Glyph Tracker,1,Killer,Commune with <b>1 Purple Glyph(s).</b>_GFX::CQGPIcon,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Strategic Alliance,2,Survivor,Perform a cooperative action for <b>180 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Liberator,2,Survivor,Unhook <b>12 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Job Well Done,2,Survivor,Finish repairing <b>5 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Grease Monkey,2,Survivor,Fully deplete <b>4 Toolbox(es)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Generosity,2,Survivor,Heal a total of <b>6 health state(s)</b> of other Survivors.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Execution,2,Killer,Kill <b>12 Survivor(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome09,Unleash the Rage,2,Killer,"Break <b>25</b> walls, pallets or generators.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
