riftID,number,type,reward
Tome07,45,Premium,"[{'amount': 1, 'id': 'MS_Torso01_05', 'type': 'item'}]"
Tome07,46,Premium,"[{'amount': 1, 'id': 'UK_W02_02', 'type': 'item'}]"
Tome07,47,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,48,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,49,Premium,"[{'amount': 1, 'id': 'S23_Legs02_02', 'type': 'item'}]"
Tome07,50,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,51,Premium,"[{'amount': 1, 'id': 'US_Head012', 'type': 'item'}]"
Tome07,52,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,53,Premium,"[{'amount': 1, 'id': 'UK_Body02_02', 'type': 'item'}]"
Tome07,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,55,Premium,"[{'amount': 1, 'id': 'DR_011', 'type': 'item'}]"
Tome07,56,Premium,"[{'amount': 1, 'id': 'DR_017', 'type': 'item'}]"
Tome07,57,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,58,Premium,"[{'amount': 1, 'id': 'DR_010', 'type': 'item'}]"
Tome07,59,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,60,Premium,"[{'amount': 1, 'id': 'S23_Torso02_02', 'type': 'item'}]"
Tome07,61,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,62,Premium,"[{'amount': 1, 'id': 'DR_027', 'type': 'item'}]"
Tome07,63,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,64,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,65,Premium,"[{'amount': 1, 'id': 'UK_Head02_02', 'type': 'item'}]"
Tome07,66,Premium,"[{'amount': 1, 'id': 'US_Torso012', 'type': 'item'}]"
Tome07,67,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,68,Premium,"[{'amount': 1, 'id': 'KS_Torso011_01', 'type': 'item'}]"
Tome07,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,70,Premium,"[{'amount': 1, 'id': 'DR_021', 'type': 'item'}]"
Tome08,2,Free,"[{'amount': 1, 'id': 'FL_028', 'type': 'item'}]"
Tome08,4,Free,"[{'amount': 1, 'id': 'FL_023', 'type': 'item'}]"
Tome08,7,Free,"[{'amount': 1, 'id': 'NK_Head008_01', 'type': 'item'}]"
Tome08,10,Free,"[{'amount': 1, 'id': 'FL_014', 'type': 'item'}]"
Tome08,12,Free,"[{'amount': 1, 'id': 'FL_017', 'type': 'item'}]"
Tome08,15,Free,"[{'amount': 1, 'id': 'TC_Legs009_01', 'type': 'item'}]"
Tome08,17,Free,"[{'amount': 1, 'id': 'FL_005', 'type': 'item'}]"
Tome08,20,Free,"[{'amount': 1, 'id': 'FL_010', 'type': 'item'}]"
Tome08,23,Free,"[{'amount': 1, 'id': 'JP_Legs003_03', 'type': 'item'}]"
Tome08,28,Free,"[{'amount': 1, 'id': 'FL_013', 'type': 'item'}]"
Tome08,31,Free,"[{'amount': 1, 'id': 'TC_W06_02', 'type': 'item'}]"
Tome08,36,Free,"[{'amount': 1, 'id': 'JP_Head003_03', 'type': 'item'}]"
Tome08,39,Free,"[{'amount': 1, 'id': 'FL_019', 'type': 'item'}]"
Tome08,41,Free,"[{'amount': 1, 'id': 'TN_Head007_01', 'type': 'item'}]"
Tome08,43,Free,"[{'amount': 1, 'id': 'FL_022', 'type': 'item'}]"
Tome08,47,Free,"[{'amount': 1, 'id': 'NK_Legs014_01', 'type': 'item'}]"
Tome08,51,Free,"[{'amount': 1, 'id': 'FL_007', 'type': 'item'}]"
Tome08,55,Free,"[{'amount': 1, 'id': 'JP_Torso04_01', 'type': 'item'}]"
Tome08,60,Free,"[{'amount': 1, 'id': 'NK_Torso010_01', 'type': 'item'}]"
Tome08,63,Free,"[{'amount': 1, 'id': 'TC_Torso009_01', 'type': 'item'}]"
Tome08,67,Free,"[{'amount': 1, 'id': 'JP_Head015', 'type': 'item'}]"
Tome08,70,Free,"[{'amount': 1, 'id': 'GK_Head014', 'type': 'item'}]"
Tome08,1,Premium,"[{'amount': 1, 'id': 'GK_Body014', 'type': 'item'}, {'amount': 1, 'id': 'JP_Torso015', 'type': 'item'}, {'amount': 1, 'id': 'FL_016', 'type': 'item'}]"
Tome08,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,3,Premium,"[{'amount': 1, 'id': 'FL_012', 'type': 'item'}]"
Tome08,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,5,Premium,"[{'amount': 1, 'id': 'S24_Legs010', 'type': 'item'}]"
Tome08,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,7,Premium,"[{'amount': 1, 'id': 'BE_W013', 'type': 'item'}]"
Tome08,8,Premium,"[{'amount': 1, 'id': 'FL_015', 'type': 'item'}]"
Tome08,9,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,10,Premium,"[{'amount': 1, 'id': 'FL_020', 'type': 'item'}]"
Tome08,11,Premium,"[{'amount': 1, 'id': 'US_Head009_01', 'type': 'item'}]"
Tome08,12,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,13,Premium,"[{'amount': 1, 'id': 'FL_029', 'type': 'item'}]"
Tome08,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,15,Premium,"[{'amount': 1, 'id': 'S24_Head010', 'type': 'item'}]"
Tome08,16,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,17,Premium,"[{'amount': 1, 'id': 'FL_024', 'type': 'item'}]"
Tome08,18,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,19,Premium,"[{'amount': 1, 'id': 'US_Legs006_01', 'type': 'item'}]"
Tome08,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,21,Premium,"[{'amount': 1, 'id': 'S24_Torso010', 'type': 'item'}]"
Tome08,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,23,Premium,"[{'amount': 1, 'id': 'GK_W014', 'type': 'item'}]"
Tome08,24,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,25,Premium,"[{'amount': 1, 'id': 'FL_030', 'type': 'item'}]"
Tome08,26,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,27,Premium,"[{'amount': 1, 'id': 'KK_Body015_01', 'type': 'item'}]"
Tome08,28,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,29,Premium,"[{'amount': 1, 'id': 'DF_Legs001_04', 'type': 'item'}]"
Tome08,30,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,31,Premium,"[{'amount': 1, 'id': 'AV_Head014', 'type': 'item'}]"
Tome08,32,Premium,"[{'amount': 1, 'id': 'FL_025', 'type': 'item'}]"
Tome08,33,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,34,Premium,"[{'amount': 1, 'id': 'US_Torso009_01', 'type': 'item'}]"
Tome08,35,Premium,"[{'amount': 1, 'id': 'KK_W014_01', 'type': 'item'}]"
Tome08,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,37,Premium,"[{'amount': 1, 'id': 'DF_Head001_04', 'type': 'item'}]"
Tome08,38,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,39,Premium,"[{'amount': 1, 'id': 'JP_Legs015', 'type': 'item'}]"
Tome08,40,Premium,"[{'amount': 1, 'id': 'FL_031', 'type': 'item'}]"
Tome08,41,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,42,Premium,"[{'amount': 1, 'id': 'BE_Body013', 'type': 'item'}]"
Tome08,43,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,44,Premium,"[{'amount': 1, 'id': 'FL_018', 'type': 'item'}]"
Tome08,45,Premium,"[{'amount': 1, 'id': 'DF_Torso01_06', 'type': 'item'}]"
Tome08,46,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome08,47,Premium,"[{'amount': 1, 'id': 'FL_011', 'type': 'item'}]"
Tome08,48,Premium,"[{'amount': 1, 'id': 'FL_026', 'type': 'item'}]"
Tome08,49,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,50,Premium,"[{'amount': 1, 'id': 'FL_008', 'type': 'item'}]"
Tome08,51,Premium,"[{'amount': 1, 'id': 'KK_Mask01_04', 'type': 'item'}]"
Tome08,52,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,53,Premium,"[{'amount': 1, 'id': 'BE_Mask013', 'type': 'item'}]"
Tome08,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,55,Premium,"[{'amount': 1, 'id': 'AV_Legs014', 'type': 'item'}]"
Tome08,56,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,57,Premium,"[{'amount': 1, 'id': 'FL_032', 'type': 'item'}]"
Tome08,58,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,59,Premium,"[{'amount': 1, 'id': 'TN_W007_01', 'type': 'item'}]"
Tome08,60,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,61,Premium,"[{'amount': 1, 'id': 'FL_006', 'type': 'item'}]"
Tome08,62,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,63,Premium,"[{'amount': 1, 'id': 'AV_Torso014', 'type': 'item'}]"
Tome08,64,Premium,"[{'amount': 1, 'id': 'FL_027', 'type': 'item'}]"
Tome08,65,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,66,Premium,"[{'amount': 1, 'id': 'FL_009', 'type': 'item'}]"
Tome08,67,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,68,Premium,"[{'amount': 1, 'id': 'TN_Body03_02', 'type': 'item'}]"
Tome08,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome08,70,Premium,"[{'amount': 1, 'id': 'FL_021', 'type': 'item'}]"
Tome09,3,Free,"[{'amount': 1, 'id': 'HU_022', 'type': 'item'}]"
Tome09,5,Free,"[{'amount': 1, 'id': 'HU_027', 'type': 'item'}]"
Tome09,7,Free,"[{'amount': 1, 'id': 'S24_Legs012', 'type': 'item'}]"
Tome09,12,Free,"[{'amount': 1, 'id': 'HU_012', 'type': 'item'}]"
Tome09,15,Free,"[{'amount': 1, 'id': 'MK_W011', 'type': 'item'}]"
Tome09,20,Free,"[{'amount': 1, 'id': 'GK_W013_01', 'type': 'item'}]"
Tome09,23,Free,"[{'amount': 1, 'id': 'HU_037', 'type': 'item'}]"
Tome09,27,Free,"[{'amount': 1, 'id': 'GK_Head02_04', 'type': 'item'}]"
Tome09,31,Free,"[{'amount': 1, 'id': 'FM_Legs008_01', 'type': 'item'}]"
Tome09,36,Free,"[{'amount': 1, 'id': 'S24_Head012', 'type': 'item'}]"
Tome09,39,Free,"[{'amount': 1, 'id': 'GK_Body02_04', 'type': 'item'}]"
Tome09,44,Free,"[{'amount': 1, 'id': 'FM_Torso014_01', 'type': 'item'}]"
Tome09,47,Free,"[{'amount': 1, 'id': 'HU_036', 'type': 'item'}]"
Tome09,52,Free,"[{'amount': 1, 'id': 'MK_Mask011', 'type': 'item'}]"
Tome09,55,Free,"[{'amount': 1, 'id': 'FM_Head01_05', 'type': 'item'}]"
Tome09,60,Free,"[{'amount': 1, 'id': 'S24_Torso012', 'type': 'item'}]"
Tome09,63,Free,"[{'amount': 1, 'id': 'MK_Body011', 'type': 'item'}]"
Tome09,66,Free,"[{'amount': 1, 'id': 'S25_Head010', 'type': 'item'}]"
Tome09,70,Free,"[{'amount': 1, 'id': 'K23_Weapon009', 'type': 'item'}]"
Tome09,1,Premium,"[{'amount': 1, 'id': 'K23_Body009', 'type': 'item'}, {'amount': 1, 'id': 'S25_Torso010', 'type': 'item'}, {'amount': 1, 'id': 'HU_015', 'type': 'item'}]"
Tome09,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,3,Premium,"[{'amount': 1, 'id': 'HU_016', 'type': 'item'}]"
Tome09,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,5,Premium,"[{'amount': 1, 'id': 'FM_Head016', 'type': 'item'}]"
Tome09,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,7,Premium,"[{'amount': 1, 'id': 'TR_W02_01', 'type': 'item'}]"
Tome09,8,Premium,"[{'amount': 1, 'id': 'HU_023', 'type': 'item'}]"
Tome09,9,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,10,Premium,"[{'amount': 1, 'id': 'AV_Legs010_01', 'type': 'item'}]"
Tome09,11,Premium,"[{'amount': 1, 'id': 'HU_019', 'type': 'item'}]"
Tome09,12,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,13,Premium,"[{'amount': 1, 'id': 'HU_021', 'type': 'item'}]"
Tome09,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,15,Premium,"[{'amount': 1, 'id': 'KS_Torso007_01', 'type': 'item'}]"
Tome09,16,Premium,"[{'amount': 1, 'id': 'HU_028', 'type': 'item'}]"
Tome09,17,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,18,Premium,"[{'amount': 1, 'id': 'HU_010', 'type': 'item'}]"
Tome09,19,Premium,"[{'amount': 1, 'id': 'AV_Head010_01', 'type': 'item'}]"
Tome09,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,21,Premium,"[{'amount': 1, 'id': 'HU_006', 'type': 'item'}]"
Tome09,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,23,Premium,"[{'amount': 1, 'id': 'TR_Body02_03', 'type': 'item'}]"
Tome09,24,Premium,"[{'amount': 1, 'id': 'HU_024', 'type': 'item'}]"
Tome09,25,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,26,Premium,"[{'amount': 1, 'id': 'FM_Legs016', 'type': 'item'}]"
Tome09,27,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,28,Premium,"[{'amount': 1, 'id': 'TR_Mask01_04', 'type': 'item'}]"
Tome09,29,Premium,"[{'amount': 1, 'id': 'AV_Torso003_04', 'type': 'item'}]"
Tome09,30,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,31,Premium,"[{'amount': 1, 'id': 'K23_Head009', 'type': 'item'}]"
Tome09,32,Premium,"[{'amount': 1, 'id': 'HU_029', 'type': 'item'}]"
Tome09,33,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,34,Premium,"[{'amount': 1, 'id': 'KS_Head008_01', 'type': 'item'}]"
Tome09,35,Premium,"[{'amount': 1, 'id': 'TW_W03_03', 'type': 'item'}]"
Tome09,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome09,37,Premium,"[{'amount': 1, 'id': 'FM_Torso016', 'type': 'item'}]"
Tome09,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,39,Premium,"[{'amount': 1, 'id': 'HU_008', 'type': 'item'}]"
Tome09,40,Premium,"[{'amount': 1, 'id': 'DF_Legs006_01', 'type': 'item'}]"
Tome09,41,Premium,"[{'amount': 1, 'id': 'HU_025', 'type': 'item'}]"
Tome09,42,Premium,"[{'amount': 1, 'id': 'HU_017', 'type': 'item'}]"
Tome09,43,Premium,"[{'amount': 1, 'id': 'TW_Head007_01', 'type': 'item'}]"
Tome09,44,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,45,Premium,"[{'amount': 1, 'id': 'HU_007', 'type': 'item'}]"
Tome09,46,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,47,Premium,"[{'amount': 1, 'id': 'S25_Legs010', 'type': 'item'}]"
Tome09,48,Premium,"[{'amount': 1, 'id': 'DF_Torso02_01', 'type': 'item'}]"
Tome09,49,Premium,"[{'amount': 1, 'id': 'HU_030', 'type': 'item'}]"
Tome09,50,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,51,Premium,"[{'amount': 1, 'id': 'HU_018', 'type': 'item'}]"
Tome09,52,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,53,Premium,"[{'amount': 1, 'id': 'KS_Legs011_02', 'type': 'item'}]"
Tome09,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,55,Premium,"[{'amount': 1, 'id': 'HU_011', 'type': 'item'}]"
Tome09,56,Premium,"[{'amount': 1, 'id': 'HU_013', 'type': 'item'}]"
Tome09,57,Premium,"[{'amount': 1, 'id': 'HU_026', 'type': 'item'}]"
Tome09,58,Premium,"[{'amount': 1, 'id': 'DF_Head005_01', 'type': 'item'}]"
Tome09,59,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,60,Premium,"[{'amount': 1, 'id': 'HU_032', 'type': 'item'}]"
Tome09,61,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,62,Premium,"[{'amount': 1, 'id': 'HU_009', 'type': 'item'}]"
Tome09,63,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,64,Premium,"[{'amount': 1, 'id': 'HU_031', 'type': 'item'}]"
Tome09,65,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,66,Premium,"[{'amount': 1, 'id': 'TW_Body02_01', 'type': 'item'}]"
Tome09,67,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome09,68,Premium,"[{'amount': 1, 'id': 'HU_005', 'type': 'item'}]"
Tome09,69,Premium,"[{'amount': '75', 'id': 'Cells', 'type': 'currency'}]"
Tome09,70,Premium,"[{'amount': 1, 'id': 'HU_020', 'type': 'item'}]"
Tome10,3,Free,"[{'amount': 1, 'id': 'JU_013', 'type': 'item'}]"
Tome10,5,Free,"[{'amount': 1, 'id': 'JU_014', 'type': 'item'}]"
Tome10,7,Free,"[{'amount': 1, 'id': 'S23_Head015', 'type': 'item'}]"
Tome10,10,Free,"[{'amount': 1, 'id': 'JU_007', 'type': 'item'}]"
Tome10,15,Free,"[{'amount': 1, 'id': 'TC_Torso013', 'type': 'item'}]"
Tome10,19,Free,"[{'amount': 1, 'id': 'S23_Legs015', 'type': 'item'}]"
Tome10,23,Free,"[{'amount': 1, 'id': 'K21_Head006_01', 'type': 'item'}]"
Tome10,27,Free,"[{'amount': 1, 'id': 'TC_Legs013', 'type': 'item'}]"
Tome10,31,Free,"[{'amount': 1, 'id': 'JP_Head08_01', 'type': 'item'}]"
Tome10,35,Free,"[{'amount': 1, 'id': 'JU_017', 'type': 'item'}]"
Tome10,39,Free,"[{'amount': 1, 'id': 'K21_Body006_01', 'type': 'item'}]"
Tome10,47,Free,"[{'amount': 1, 'id': 'JP_Legs014_01', 'type': 'item'}]"
Tome10,55,Free,"[{'amount': 1, 'id': 'K21_W01_05', 'type': 'item'}]"
Tome10,60,Free,"[{'amount': 1, 'id': 'JU_022', 'type': 'item'}]"
Tome10,63,Free,"[{'amount': 1, 'id': 'S23_Torso015', 'type': 'item'}]"
Tome10,66,Free,"[{'amount': 1, 'id': 'TC_W013', 'type': 'item'}]"
Tome10,70,Free,"[{'amount': 1, 'id': 'JP_Torso014_01', 'type': 'item'}]"
Tome10,1,Premium,"[{'amount': 1, 'id': 'FK_Body009', 'type': 'item'}, {'amount': 1, 'id': 'FS_Torso010', 'type': 'item'}, {'amount': 1, 'id': 'JU_016', 'type': 'item'}]"
Tome10,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,3,Premium,"[{'amount': 1, 'id': 'JU_012', 'type': 'item'}]"
Tome10,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,5,Premium,"[{'amount': 1, 'id': 'NK_Legs018', 'type': 'item'}]"
Tome10,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,7,Premium,"[{'amount': 1, 'id': 'UK_Head009_01', 'type': 'item'}]"
Tome10,8,Premium,"[{'amount': 1, 'id': 'JU_028', 'type': 'item'}]"
Tome10,9,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,10,Premium,"[{'amount': 1, 'id': 'JU_020', 'type': 'item'}]"
Tome10,11,Premium,"[{'amount': 1, 'id': 'JU_009', 'type': 'item'}]"
Tome10,12,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,13,Premium,"[{'amount': 1, 'id': 'JU_023', 'type': 'item'}]"
Tome10,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,15,Premium,"[{'amount': 1, 'id': 'S24_Head02_02', 'type': 'item'}]"
Tome10,16,Premium,"[{'amount': 1, 'id': 'UK_Body007_01', 'type': 'item'}]"
Tome10,17,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,18,Premium,"[{'amount': 1, 'id': 'JU_029', 'type': 'item'}]"
Tome10,19,Premium,"[{'amount': 1, 'id': 'JU_005', 'type': 'item'}]"
Tome10,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,21,Premium,"[{'amount': 1, 'id': 'JU_019', 'type': 'item'}]"
Tome10,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,23,Premium,"[{'amount': 1, 'id': 'DK_Legs009_01', 'type': 'item'}]"
Tome10,24,Premium,"[{'amount': 1, 'id': 'JU_024', 'type': 'item'}]"
Tome10,25,Premium,"[{'amount': 1, 'id': 'NK_Head018', 'type': 'item'}]"
Tome10,26,Premium,"[{'amount': 1, 'id': 'JU_015', 'type': 'item'}]"
Tome10,27,Premium,"[{'amount': 1, 'id': 'JU_006', 'type': 'item'}]"
Tome10,28,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,29,Premium,"[{'amount': 1, 'id': 'UK_W008_01', 'type': 'item'}]"
Tome10,30,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,31,Premium,"[{'amount': 1, 'id': 'S24_Torso02_02', 'type': 'item'}]"
Tome10,32,Premium,"[{'amount': 1, 'id': 'JU_025', 'type': 'item'}]"
Tome10,33,Premium,"[{'amount': 1, 'id': 'FS_Head010', 'type': 'item'}]"
Tome10,34,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,35,Premium,"[{'amount': 1, 'id': 'S24_Legs02_02', 'type': 'item'}]"
Tome10,36,Premium,"[{'amount': 1, 'id': 'FK_W009', 'type': 'item'}]"
Tome10,37,Premium,"[{'amount': 1, 'id': 'JU_030', 'type': 'item'}]"
Tome10,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,39,Premium,"[{'amount': 1, 'id': 'NK_Torso018', 'type': 'item'}]"
Tome10,40,Premium,"[{'amount': 1, 'id': 'JU_026', 'type': 'item'}]"
Tome10,41,Premium,"[{'amount': 1, 'id': 'GS_Legs02_03', 'type': 'item'}]"
Tome10,42,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome10,43,Premium,"[{'amount': 1, 'id': 'DO_W007_01', 'type': 'item'}]"
Tome10,44,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,45,Premium,"[{'amount': 1, 'id': 'DK_Head009_01', 'type': 'item'}]"
Tome10,46,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,47,Premium,"[{'amount': 1, 'id': 'JU_011', 'type': 'item'}]"
Tome10,48,Premium,"[{'amount': 1, 'id': 'GS_Torso02_03', 'type': 'item'}]"
Tome10,49,Premium,"[{'amount': 1, 'id': 'JU_018', 'type': 'item'}]"
Tome10,50,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,51,Premium,"[{'amount': 1, 'id': 'JU_031', 'type': 'item'}]"
Tome10,52,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,53,Premium,"[{'amount': 1, 'id': 'DO_Body007_01', 'type': 'item'}]"
Tome10,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,55,Premium,"[{'amount': 1, 'id': 'DK_Torso009_01', 'type': 'item'}]"
Tome10,56,Premium,"[{'amount': 1, 'id': 'JU_027', 'type': 'item'}]"
Tome10,57,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,58,Premium,"[{'amount': 1, 'id': 'JU_010', 'type': 'item'}]"
Tome10,59,Premium,"[{'amount': 1, 'id': 'FS_Legs010', 'type': 'item'}]"
Tome10,60,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,61,Premium,"[{'amount': 1, 'id': 'DO_Head008_01', 'type': 'item'}]"
Tome10,62,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,63,Premium,"[{'amount': 1, 'id': 'JU_008', 'type': 'item'}]"
Tome10,64,Premium,"[{'amount': 1, 'id': 'GS_Head011_01', 'type': 'item'}]"
Tome10,65,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,66,Premium,"[{'amount': 1, 'id': 'JU_032', 'type': 'item'}]"
Tome10,67,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,68,Premium,"[{'amount': 1, 'id': 'FK_Mask009', 'type': 'item'}]"
Tome10,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome10,70,Premium,"[{'amount': 1, 'id': 'JU_021', 'type': 'item'}]"
Tome11,3,Free,"[{'amount': 1, 'id': 'LI_028', 'type': 'item'}]"
Tome11,5,Free,"[{'amount': 1, 'id': 'LI_023', 'type': 'item'}]"
Tome11,7,Free,"[{'amount': 1, 'id': 'CM_Legs009_01', 'type': 'item'}]"
Tome11,11,Free,"[{'amount': 1, 'id': 'LI_017', 'type': 'item'}]"
Tome11,15,Free,"[{'amount': 1, 'id': 'K23_Body006_01', 'type': 'item'}]"
Tome11,19,Free,"[{'amount': 1, 'id': 'LI_014', 'type': 'item'}]"
Tome11,23,Free,"[{'amount': 1, 'id': 'CM_Head009_01', 'type': 'item'}]"
Tome11,27,Free,"[{'amount': 1, 'id': 'LI_013', 'type': 'item'}]"
Tome11,31,Free,"[{'amount': 1, 'id': 'K23_Head006_01', 'type': 'item'}]"
Tome11,36,Free,"[{'amount': 1, 'id': 'TC_Legs05_04', 'type': 'item'}]"
Tome11,39,Free,"[{'amount': 1, 'id': 'MT_Torso005_01', 'type': 'item'}]"
