id,survivorID,killerID,name,description,role,collection,rarity,purchasable,discount,image
Legion_outfit_009,,268435469,High-vis Horror (Joey),There's no need to hide. We have the strength of numbers.,Killer,Neon Nights,Very Rare,1,[],images/Customization/Legion_outfit_009.png
Legion_outfit_01_01,,268435469,Dropout (Frank),"Bullying, vandalism, and theft were their weekly routine.",Killer,Fairview Senior,Uncommon,1,[],images/Customization/Legion_outfit_01_01.png
Legion_outfit_01_CV01,,268435469,Carjacker (Frank),There’s no running away from The Legion.,Killer,Legion Aberrations,Common,1,[],images/Customization/Legion_outfit_01_CV01.png
Legion_outfit_01_CV02,,268435469,Squatter (Frank),There’s no running away from The Legion.,Killer,Legion Aberrations,Common,1,[],images/Customization/Legion_outfit_01_CV02.png
Legion_outfit_02_01,,268435469,Suspended (Julie),"Bullying, vandalism, and theft were their weekly routine.",Killer,Fairview Senior,Uncommon,1,[],images/Customization/Legion_outfit_02_01.png
Legion_outfit_02_CV01,,268435469,Vandal (Julie),There’s no running away from The Legion.,Killer,Legion Aberrations,Common,1,[],images/Customization/Legion_outfit_02_CV01.png
Legion_outfit_02_CV02,,268435469,Mugger (Julie),There’s no running away from The Legion.,Killer,Legion Aberrations,Common,1,[],images/Customization/Legion_outfit_02_CV02.png
LS_outfit_006,5,,Wolf in Sheep's Clothing,"She may seem like an average teenager, but she's the only one capable of fighting off the boogeyman.",Survivor,Haddonfield Nights,Very Rare,1,[],images/Customization/LS_outfit_006.png
Meg_outfit_002,1,,Red Hot Runner,Hit the ground running! This fitness outfit will keep you dry and comfortable throughout a wide range of physical activities.,Survivor,Athletics Active,Very Rare,1,[],images/Customization/Meg_outfit_002.png
Meg_outfit_003,1,,White Valkyrie,Hit the ground running! This fitness outfit will keep you dry and comfortable throughout a wide range of physical activities.,Survivor,Athletics Active,Very Rare,1,[],images/Customization/Meg_outfit_003.png
Meg_outfit_004,1,,Basket Brawler,Get a head start on the competition with this cold weather outfit and running shoes combo.,Survivor,Winter Sprinter,Uncommon,1,[],images/Customization/Meg_outfit_004.png
Meg_outfit_005,1,,Arctic Fox,Get a head start on the competition with this cold weather outfit and running shoes combo.,Survivor,Winter Sprinter,Uncommon,1,[],images/Customization/Meg_outfit_005.png
Meg_outfit_006,1,,Ginger Ninja,Get a head start on the competition with this cold weather outfit and running shoes combo.,Survivor,Winter Sprinter,Uncommon,1,[],images/Customization/Meg_outfit_006.png
Meg_outfit_007,1,,Forty-Love,"You know what they say: Play with respect, win with grace. Now, shut up and serve!",Survivor,Game Set Match,Rare,1,[],images/Customization/Meg_outfit_007.png
Meg_outfit_008,1,,Grand Slammer,"You know what they say: Play with respect, win with grace. Now, shut up and serve!",Survivor,Game Set Match,Rare,1,[],images/Customization/Meg_outfit_008.png
Meg_outfit_008_01,1,,Neon Fanatic,"Come out of your shell with this outgoing, action-ready outfit, perfect for an April day.",Survivor,Wicked Wares,Very Rare,1,[],images/Customization/Meg_outfit_008_01.png
Meg_outfit_009,1,,Racket Scientist,"You know what they say: Play with respect, win with grace. Now, shut up and serve!",Survivor,Game Set Match,Rare,1,[],images/Customization/Meg_outfit_009.png
Meg_outfit_009_01,1,,Cross-Country Hiker,"Survival is just a matter of preparedness, no matter in which woods you find yourself.",Survivor,Boondocks Bounty,Very Rare,1,[],images/Customization/Meg_outfit_009_01.png
Meg_outfit_010,1,,Love Buzz,Just ain't the way it seems.,Survivor,Street Smart,Rare,1,[],images/Customization/Meg_outfit_010.png
Meg_outfit_011,1,,The Brat,"A bit of swift-talking, a bit of&nbsp;common sense, a couple of self-defense classes. Ready to take on the world!",Survivor,Street Smart,Rare,1,[],images/Customization/Meg_outfit_011.png
Meg_outfit_012,1,,Indie Rebel,"Later, nerds!",Survivor,Street Smart,Rare,1,[],images/Customization/Meg_outfit_012.png
Meg_outfit_013,1,,Fortune Teller,"Welcome to the traveling carnival! Come one, come all! See the most exotic spectacles and unimaginable oddities ever seen by a human eye!",Survivor,Fog Travelers,Very Rare,1,[],images/Customization/Meg_outfit_013.png
Meg_outfit_014,1,,Track and Field,Perfect for the energetic athlete in everyone. Provides support and comfort while keeping you dry.,Survivor,Meg Essentials,Common,1,[],images/Customization/Meg_outfit_014.png
Meg_outfit_015,1,,Track and Field,Perfect for the energetic athlete in everyone. Provides support and comfort while keeping you dry.,Survivor,Meg Essentials,Common,1,[],images/Customization/Meg_outfit_015.png
Meg_outfit_016,1,,Track and Field,Perfect for the energetic athlete in everyone. Provides support and comfort while keeping you dry.,Survivor,Meg Essentials,Common,1,[],images/Customization/Meg_outfit_016.png
Meg_outfit_021,1,,Track and Field,Perfect for the energetic athlete in everyone. Provides support and comfort while keeping you dry.,Survivor,Meg Essentials,Common,1,[],images/Customization/Meg_outfit_021.png
Meg_outfit_022,1,,Track and Field,Perfect for the energetic athlete in everyone. Provides support and comfort while keeping you dry.,Survivor,Meg Essentials,Common,1,[],images/Customization/Meg_outfit_022.png
Meg_outfit_023,1,,Sporty Beauty Queen,"Dance the night away on Taiko drums. When you crave a good rush, there’s no stopping you.",Survivor,Grim Matsuri,Very Rare,1,[],images/Customization/Meg_outfit_023.png
MK_outfit_007,,268435470,Priestess of the Damned,"Worn during the holiest of days, or in the most desperate circumstances, and sure to draw the sea-goat's attention.",Killer,Defender Of The Faith,Very Rare,1,[],images/Customization/MK_outfit_007.png
MK_outfit_007_01,,268435470,Priestess of the Lost,"Worn during the holiest of days, or in the most desperate circumstances, and sure to draw the sea-goat's attention.",Killer,Defender Of The Faith,Very Rare,1,[],images/Customization/MK_outfit_007_01.png
MK_outfit_008,,268435470,Servant of the Serum,She emerged from confinement when the serum amplified the disease coursing through her blood.,Killer,Hallowed Catalyst,Special Event,1,[],images/Customization/MK_outfit_008.png
MK_outfit_009,,268435470,Dark Devotee,"The High Priestess’s flesh was covered with swollen abscesses. Desperate for a cure, she followed the forbidden practices of a forgotten, dark cult.",Killer,Cult Of Anguish,Very Rare,1,[],images/Customization/MK_outfit_009.png
MK_outfit_010,,268435470,The Maiden Guard,The robes of the devout women who interrogated those committing dire sins.,Killer,Forsaken,Very Rare,0,[],images/Customization/MK_outfit_010.png
MK_outfit_010_01,,268435470,Message to the Gods,"Some thought the dyes too rich and garish, but to gain a god’s attention, drastic measures sometimes had to be followed.",Killer,Autumn Chill,Very Rare,0,[],images/Customization/Plague/MK_outfit_010_01.png
MK_outfit_011,,268435470,Maiden of Vanity,There was nothing delicate about this butterfly. Her faith had evolved and so had the extremes she would go to for it.<br><br>Design inspired by <b>Dragonaer</b>.,Killer,Community,Very Rare,0,[],images/Customization/MK_outfit_011.png
MK_outfit_01_04,,268435470,Celestial Salvation,"With weeping eyes to the sky, she prayed for salvation from the gods...",Killer,Under The Night Sky,Rare,1,[],images/Customization/MK_outfit_01_04.png
ML_outfit_006,16,,Water Trash,"It's time to go to the place where the fishin's fine. A city so nice, they named it Jacksonville!",Survivor,"Jacksonville, I Love You!",Very Rare,1,[],images/Customization/ML_outfit_006.png
ML_outfit_008,16,,FINALE,"Yeah, yeah, the world’s been invaded by demonic freaks and you need me to save it. That’s the soundtrack of my life, baby.",Survivor,End Of Days,Very Rare,1,[],images/Customization/ML_outfit_008.png
ML_outfit_02,16,,Working For The Weekend,"Some people live to work, others see work as something you have to endure before you get to hit The Woodsman and meet a new friend.",Survivor,Grand Opening,Very Rare,1,[],images/Customization/ML_outfit_02.png
MM_outfit_02,,268435461,Escaped Patient,Death has come to your little town.,Killer,Haddonfield Nights,Very Rare,1,[],images/Customization/MM_outfit_02.png
MS_outfit_008,15,,Photoshoot Ready,"Magazine covers don't make themselves, you know.",Survivor,Waterfront Massacre,Very Rare,1,[],images/Customization/MS_outfit_008.png
MS_outfit_009,15,,Memoria,Taking the time to remember a friend who passed on.,Survivor,November Days,Very Rare,1,[],images/Customization/MS_outfit_009.png
MS_outfit_011,15,,Lead Actress,An ensemble that draws the audiences' eyes to the actress. The outfit was the only thing Jane missed after abandoning the production.,Survivor,Stageworks,Rare,1,[],images/Customization/MS_outfit_011.png
MS_outfit_012,15,,Fashion Icon,While aiming to support a positive body image brand she ended up launching her own clothing line.,Survivor,Jane Romero Line,Very Rare,1,[],images/Customization/MS_outfit_012.png
MS_outfit_013,15,,The Goddess Muse,"Through poetry and tales of Thalia, an outfit formed of the fog.",Survivor,Greek Legends,Very Rare,1,[],images/Customization/MS_outfit_013.png
MS_outfit_014,15,,Summer Starlet,"An outfit with a 50’s flair, it was originally featured on The Jane Romero Show’s Rockabilly Special.",Survivor,Rockabilly,Very Rare,1,[],images/Customization/MS_outfit_014.png
MS_outfit_014_01,15,,Promo Ensemble,An outfit from her friend’s fashion label. She wore it out on the town to help with advertising.,Survivor,Midsummer Mayhem Collection,Very Rare,0,[],images/Customization/Jane/MS_outfit_014_01.png
MS_outfit_014_02,15,,Celebrity Volunteer,"When her friends asked her for help, she jumped at the chance to help with a St. Patrick’s Day charity event.",Survivor,St. Patrick'S 2023 Collection,Very Rare,0,[],images/Customization/Jane/MS_outfit_014_02.png
MS_outfit_015,15,,GamePlay Expo Entertainer,"She interviewed cosplayers and game developers at the GamePlay Expo, an annual video game exhibition.",Survivor,Gameplay Expo,Very Rare,1,[],images/Customization/MS_outfit_015.png
MS_outfit_016,15,,Springtime Special,"Hosting a special episode in Kyoto, she interviewed famous Japanese celebrities during the Cherry Blossom season.",Survivor,Hanami,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/Jane/MS_outfit_016.png
MS_outfit_018,15,,Hollywood Glamor,"For a soiree among Tinseltown’s movers and shakers, she decided to pay tribute to her mother and other stars of yesteryear.",Survivor,Tricks And Treats,Very Rare,0,[],images/Customization/Jane/MS_outfit_018.png
MS_outfit_01_05,15,,The Interviewer Extraordinaire,"""Today, we have a special treat for you on the show. Please welcome…""",Survivor,“A Very Special Episode...”,Uncommon,0,[],images/Customization/MS_outfit_01_05.png
MT_outfit_004_03,1,,Roguish Charm,"A bit of swift-talking, a bit of common sense, a couple of self-defense classes. Ready to take on the world!",Survivor,Street Smart,Rare,1,[],images/Customization/MT_outfit_004_03.png
MT_outfit_005_01,1,,Vacation Pastels,"After a grueling series of races, Meg wants nothing more than to return home and get back to basics.",Survivor,Spring Ensembles,Very Rare,0,[],images/Customization/Meg/MT_outfit_005_01.png
MT_outfit_010,1,,Tempo Runner,"Grab some ice, cool down, and enjoy the endorphin rush after a fierce workout.",Survivor,The Intensity,Very Rare,1,[],images/Customization/MT_outfit_010.png
MT_outfit_011,1,,End of Semester,"Meg is not the ideal student, far from it. It's her last break before college and she intends to celebrate.",Survivor,Winter Tales,Very Rare,0,[],images/Customization/MT_outfit_011.png
MT_outfit_012,1,,Furious Vandal,"Anger was boiling up. She didn't know where to direct it so she kept moving, trying to keep herself from stopping and thinking.",Survivor,Mean Streets,Very Rare,1,[],images/Customization/MT_outfit_012.png
MT_outfit_013,1,,Jewel of the Party,"The dress gifted to Meg by her mother, shortly before she won it all.",Survivor,Conviction,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/MT_outfit_013.png
MT_outfit_013_01,1,,Summer Jobseeker,"University was on the horizon, but in the meantime, she needed to make some extra cash.",Survivor,Midsummer Mayhem Collection,Very Rare,0,[],images/Customization/Meg/MT_outfit_013_01.png
MT_outfit_014,1,,Oktober Enchantment,"Meg made the most of her city's Oktoberfest celebration, always having an outfit ready.",Survivor,Oktoberfest,Very Rare,1,[],images/Customization/MT_outfit_014.png
MT_outfit_015,1,,Hot Rod Riveter,"Rather than attend her school’s 50’s dance in poodle skirt and bow, Meg went as a tough-as-nails mechanic with a colorful personality.",Survivor,Rockabilly,Very Rare,1,[],images/Customization/MT_Outfit_015.png
MT_outfit_016,1,,Cat Fostering,"She fostered Moka, a six-year-old cat undergoing medical treatment. Since Moka was a troublemaker with a taste for treats, Meg knew it was a perfect match.",Survivor,Cats & Dogs,Very Rare,1,[],images/Customization/MT_outfit_016.png
MT_outfit_017,1,,Dare Gretel,She entered the thematic Fairy Tale Night Race when her mother’s condition grew worse. This kind of race was a fail proof way to make her mother smile.,Survivor,Modern Tales,Very Rare,1,[],images/Customization/Meg/MT_outfit_017.png
MT_outfit_018,1,,Cycle Courier,"Meg worked part-time as a courier, making swift deliveries downtown to pay for her mother's hospital bills.",Survivor,Spring Ensembles,Very Rare,0,[],images/Customization/Meg/MT_outfit_018.png
MT_outfit_019,1,,Annie’s Uniform,The outfit of a duplicitous agent from a lost realm.,Survivor,Attack On Titan Collection,Very Rare,1,[],images/Customization/Meg/MT_outfit_019.png
MT_outfit_01_02,1,,Savannah Speedster,"Competition is fierce on the dry, rolling plains, but nothing can stop Meg at top speed.",Survivor,Into The Wilderness,Uncommon,1,[],images/Customization/MT_outfit_01_02.png
MT_outfit_020,1,,Freshman in Waiting,She could barely contain her excitement the summer leading up to her first year at college.,Survivor,Autumn Chill,Rare,0,[],images/Customization/Meg/MT_outfit_020.png
MT_outfit_020_01,1,,Freshman in Waiting (Deep Rift),She could barely contain her terror leading up to her first trial.,Survivor,Deep Rift Collection,Rare,0,[],images/Customization/Meg/MT_outfit_020_01.png
MT_outfit_021,1,,Winter Sprinter,Early memories of seeing the ballet came rushing back to her when she happened upon this outfit.,Survivor,Deck The Trials,Very Rare,0,[],images/Customization/Meg/MT_outfit_021.png
MT_outfit_03_01,1,,Golden Summer,A uniform from the Golden Eagles Summer Camp where Meg spent the season as an athletic counselor.,Survivor,Summer Camp,Uncommon,0,[],images/Customization/MT_outfit_03_01.png
Nea_outfit_001,4,,Tagger,Hit the streets in this funky outfit and become an agent of chaos. It's time to introduce a little anarchy!,Survivor,Street Rebel,Rare,1,[],images/Customization/Nea_outfit_001.png
Nea_outfit_002,4,,Troublemaker,We stopped looking for monsters under our bed when we realized that they were inside us.,Survivor,Street Rebel,Rare,1,[],images/Customization/Nea_outfit_002.png
Nea_outfit_003,4,,Skater,Hit the streets in this funky outfit and become an agent of chaos. It's time to introduce a little anarchy!,Survivor,Street Rebel,Rare,1,[],images/Customization/Nea_outfit_003.png
Nea_outfit_004,4,,Plenty O' Pineapples,Trendy&nbsp;street fashion for adolescent boys or girls.,Survivor,Tomboy Trends,Uncommon,1,[],images/Customization/Nea_outfit_004.png
Nea_outfit_005,4,,Call of the Wild,Trendy&nbsp;street fashion for adolescent boys or girls.,Survivor,Tomboy Trends,Uncommon,1,[],images/Customization/Nea_outfit_005.png
Nea_outfit_006,4,,Black Cat White Cat,Trendy&nbsp;street fashion for adolescent boys or girls.,Survivor,Tomboy Trends,Uncommon,1,[],images/Customization/Nea_outfit_006.png
Nea_outfit_007,4,,Dark City,Fashionable streetwear for cool weather situations. Great for social engagements about town.,Survivor,Stockholm Syndrome,Very Rare,1,[],images/Customization/Nea_outfit_007.png
Nea_outfit_008,4,,Old Town,Fashionable streetwear for cool weather situations. Great for social engagements about town.,Survivor,Stockholm Syndrome,Very Rare,1,[],images/Customization/Nea_outfit_008.png
Nea_outfit_008_01,4,,Cyber Punk,"Whether you're speeding down neon streets on a motorbike or hacking a door lock, you own the night.",Survivor,Mean Streets,Very Rare,1,[],images/Customization/Nea_outfit_008_01.png
Nea_outfit_009,4,,Northern Lights,Fashionable streetwear for cool weather situations. Great for social engagements about town.,Survivor,Stockholm Syndrome,Very Rare,1,[],images/Customization/Nea_outfit_009.png
Nea_outfit_009_01,4,,Modern Rebel,"A punk aesthetic, updated for the modern age.",Survivor,Neon Nights,Very Rare,1,[],images/Customization/Nea_outfit_009_01.png
Nea_outfit_010,4,,Harajuku Graffiti Artist,Roam the backstreets of Shimokitazawa and find the perfect spot to paint your mark.,Survivor,Grim Matsuri,Very Rare,1,[],images/Customization/Nea_outfit_010.png
Nea_outfit_011,4,,Tagging Vandal,A grunge androgynous street style for the nonconformist artist.,Survivor,Nea Essentials,Common,1,[],images/Customization/Nea_outfit_011.png
Nea_outfit_012,4,,Tagging Vandal,A grunge androgynous street style for the nonconformist artist.,Survivor,Nea Essentials,Common,1,[],images/Customization/Nea_outfit_012.png
Nea_outfit_013,4,,Tagging Vandal,A grunge androgynous street style for the nonconformist artist.,Survivor,Nea Essentials,Common,1,[],images/Customization/Nea_outfit_013.png
Nea_outfit_014,4,,Tagging Vandal,A grunge androgynous street style for the nonconformist artist.,Survivor,Nea Essentials,Common,1,[],images/Customization/Nea_outfit_014.png
Nea_outfit_015,4,,Tagging Vandal,A grunge androgynous street style for the nonconformist artist.,Survivor,Nea Essentials,Common,1,[],images/Customization/Nea_outfit_015.png
NK_outfit_008_01,4,,Dead Surf,A style for summer nihilists.,Survivor,The Road Less Travelled,Very Rare,0,[],images/Customization/NK_outfit_008_01.png
NK_outfit_010,4,,Howdy Cat,Ironic streetwear exuberating personality and making a statement with every kickflip.,Survivor,The Road Less Traveled,Very Rare,1,[],images/Customization/NK_outfit_010.png
NK_outfit_011,4,,Reckless Boarder,She entered the Xtreme Circuit of Sweden's Blue Summit convinced she would rank among the top tier contestants.,Survivor,Wintertime,Very Rare,1,[],images/Customization/NK_outfit_011.png
NK_outfit_011_01,4,,Powder Surfer,"At the first fall of snow on the mountains, she bought a pass and hit the slopes.",Survivor,Autumn Chill,Very Rare,0,[],images/Customization/Nea/NK_outfit_011_01.png
NK_outfit_012,4,,Graff-Crafter,She hit the streets with her art to escape the mundane life she'd been forced to live miles away from her home country.,Survivor,Neon Swirl,Very Rare,1,[],images/Customization/NK_outfit_012.png
NK_outfit_013,4,,System Smasher,A warrior against the old guard.,Survivor,Unleashed,Very Rare,0,[],images/Customization/NK_outfit_013.png
NK_outfit_014,4,,Rebel Night,Nea was a student of counter-culture movements. Her choice of fashion was an homage to history’s rebels.,Survivor,Rockabilly,Very Rare,1,[],images/Customization/NK_outfit_014.png
NK_outfit_015,4,,Beach Break,"She glided under the rolling waves and gained speed as she crouched, her eyes fixed ahead.",Survivor,Waterfront Massacre,Very Rare,1,[],images/Customization/NK_outfit_015.png
NK_outfit_016,4,,Undaunted Teenager,"To find her bearings, she skipped class and wandered the streets at night, tagging the alleyways with her mark, Mashtyx.",Survivor,Neon Nights,Very Rare,1,[],images/Customization/NK_outfit_016.png
NK_outfit_017,4,,Vigo's Disciple,The clothes formally owned by an apothecary who experimented with hazardous substances and was never seen again.,Survivor,Hallowed Curse,Very Rare,1,[],images/Customization/NK_outfit_017.png
NK_outfit_018,4,,Punk Rebellion,Nea has a couple words for authority and they ain’t pretty.,Survivor,Counterculture,Rare,0,[],images/Customization/NK_outfit_018.png
NK_outfit_01_06,4,,Marine Guardian,"Nea stood true to her heart’s cause, tagging poaching vessels in the coastal harbors.",Survivor,Treacherous Waters,Uncommon,0,[],images/Customization/NK_outfit_01_06.png
NK_outfit_020,4,,Stockholm Art Fest,"A bold look for a bold scene. Nea entered the Stockholm urban art festival to prove to herself that she's a unique, gifted street artist.",Survivor,Urban Art,Very Rare,1,[],images/Customization/Nea/NK_outfit_020.png
NK_outfit_021,4,,Butterfly of the Night,"The brown, fuzzy fabric of this ensemble represents her metamorphosis from a small-time tagger to a renowned artist.",Survivor,Chrysalis Collection,Very Rare,1,[],images/Customization/Nea/NK_outfit_021.png
NK_outfit_022,4,,Rhamnusia’s Retribution,"Inspired by a goddess who acted against those who succumbed to hubris, she used her art to tear down the city’s vanity.",Survivor,Greek Legends Collection,Very Rare,1,[],images/Customization/Nea/NK_outfit_022.png
Nurse_outfit_001,,268435459,Waste Management,It's a Sicilian message.,Killer,The Disposed,Rare,1,[],images/Customization/Nurse_outfit_001.png
Nurse_outfit_002,,268435459,Blood Bag,Wrapped up. Disposed of. Left for dead. It's time to break free. It's time for revenge.,Killer,The Disposed,Rare,1,[],images/Customization/Nurse_outfit_002.png
Nurse_outfit_003,,268435459,Hazardous Material,"Now, I am become Death, the destroyer of worlds.",Killer,The Disposed,Rare,1,[],images/Customization/Nurse_outfit_003.png
Nurse_outfit_004,,268435459,"In Sickness, In Health",It’s a nice day to start again.,Killer,The Bride,Very Rare,1,[],images/Customization/Nurse_outfit_004.png
Nurse_outfit_005,,268435459,Until Death Parts,A special day. Left at the altar. No one shall rest until a soulmate is found.,Killer,The Bride,Very Rare,1,[],images/Customization/Nurse_outfit_005.png
Nurse_outfit_006,,268435459,On Probation,Your first weeks of training while working at the asylum. They say it gets better before it gets worse.,Killer,Nurse Aberrations,Common,1,[],images/Customization/Nurse_outfit_006.png
Nurse_outfit_007,,268435459,On Probation,Your first weeks of training while working at the asylum. They say it gets better before it gets worse.,Killer,Nurse Aberrations,Common,1,[],images/Customization/Nurse_outfit_007.png
Nurse_outfit_007_01,,268435459,Miss Smithson,"After the loss of her husband, she worked twelve-hour shifts at an asylum to pay the bills. In the halls at night, she’d hum a sad tune to numb her pain.",Killer,Tragic Love Opera,Very Rare,1,[],images/Customization/Nurse_outfit_007_01.png
Nurse_outfit_008,,268435459,On Probation,Your first weeks of training while working at the asylum. They say it gets better before it gets worse.,Killer,Nurse Aberrations,Common,1,[],images/Customization/Nurse_outfit_008.png
Nurse_outfit_009,,268435459,On Probation,Your first weeks of training while working at the asylum. They say it gets better before it gets worse.,Killer,Nurse Aberrations,Common,1,[],images/Customization/Nurse_outfit_009.png
Nurse_outfit_010,,268435459,On Probation,Your first weeks of training while working at the asylum. They say it gets better before it gets worse.,Killer,Nurse Aberrations,Common,1,[],images/Customization/Nurse_outfit_010.png
Nurse_outfit_011,,268435459,Bad News,"Pieces from her old life, before it took a dark turn.",Killer,The Housewife,Uncommon,1,[],images/Customization/Nurse_outfit_011.png
Nurse_outfit_012,,268435459,Tainted Anniversary,"Pieces from her old life, before it took a dark turn.",Killer,The Housewife,Uncommon,1,[],images/Customization/Nurse_outfit_012.png
Nurse_outfit_013,,268435459,Lady Lunatic,"After breaking free from the madhouse, rejoin society to inflict your dark treatment.",Killer,Vicious Victorian,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/Nurse_outfit_013.png
OK_outfit_006,,268435471,Slash Enthusiast,A man with murder on his mind must prepare for blood on his jacket.,Killer,Legacy,Very Rare,1,[],images/Customization/OK_outfit_006.png
OK_outfit_007,,268435471,Classic Ghost Face,"He grabbed this garb impulsively, to spice things up. He had no idea how iconic this look would become for his victims.",Killer,Classic Ghost Face,Very Rare,1,[],images/Customization/OK_outfit_007.png
OK_outfit_008,,268435471,Viper Ghost,"As fear spread in Roseville, university students launched a masked party to lighten the mood.",Killer,Party Crasher,Very Rare,1,[],images/Customization/OK_outfit_008.png
OK_outfit_009,,268435471,Scorched Ghost Face,"A specimen who reacted strangely to the latest compounds, resulting in unexpected mutations that cannot yet be explained.",Killer,Hallowed Curse,Special Event,1,[],images/Customization/OK_outfit_009.png
OK_outfit_010,,268435471,Icebound Phantom,"During the Darkening, glacial winds blew from the Lost Realms, spreading an everlasting frost of penetrating ice clusters.",Killer,Everlasting Frost,Very Rare,1,[],images/Customization/OK_outfit_010.png
OK_outfit_011,,268435471,Ghost Face Brush Hunter,"Not content to merely stalk those in their homes, he sometimes took to the wilderness to track and kill his victims.",Killer,Beneath The Mask,Very Rare,0,[],images/Customization/Ghostface/OK_outfit_011.png
OK_outfit_011_01,,268435471,Ghost Face Brush Hunter (Deep Rift),"Not content to merely stalk those in their homes, he took to the trials to track and kill his victims.",Killer,Deep Rift Collection,Very Rare,0,[],images/Customization/Ghostface/OK_outfit_011_01.png
OK_outfit_02,,268435471,Raining Blood,"The knife finds its mark. With a gasp from the victim, it sinks home, is withdrawn and the blood gushes forth.",Killer,Demon Ghost Face,Very Rare,1,[],images/Customization/OK_outfit_02.png
OK_outfit_CV01,,268435471,Frozen Ghost Face,Temperature changes are common in hauntings. Even when the ghosts are less than supernatural,Killer,Colors Of Night,Uncommon,1,[],images/Customization/OK_outfit_CV01.png
OK_outfit_CV02,,268435471,Red Hot Ghost Face,Temperature changes are common in hauntings. Even when the ghosts are less than supernatural,Killer,Colors Of Night,Uncommon,1,[],images/Customization/OK_outfit_CV02.png
Plague_outfit_006,,268435470,Sea-Goat Worshiper,A lavish ceremony meant to invoke the god of water and mischief for a final cleanse from affliction.,Killer,Zealot,Very Rare,1,[],images/Customization/Plague_outfit_006.png
Plague_outfit_01_01,,268435470,Purgation,"While performing the most sacred of rituals, she was being consumed by a disease that she helped spreading unknowingly.",Killer,Reaping Rites,Uncommon,1,[],images/Customization/Plague_outfit_01_01.png
Plague_outfit_01_02,,268435470,Call to Prayer,"While performing the most sacred of rituals, she was being consumed by a disease that she helped spreading unknowingly.",Killer,Reaping Rites,Uncommon,1,[],images/Customization/Plague_outfit_01_02.png
Plague_outfit_01_03,,268435470,Memorium,"While performing the most sacred of rituals, she was being consumed by a disease that she helped spreading unknowingly.",Killer,Reaping Rites,Uncommon,1,[],images/Customization/Plague_outfit_01_03.png
Plague_outfit_01_CV01,,268435470,Leader of the Blind,Worn for the first rituals ever performed by the young priestess.,Killer,Plague Aberrations,Common,1,[],images/Customization/Plague_outfit_01_CV01.png
Plague_outfit_01_CV02,,268435470,Shepherd of the Flock,Worn for the first rituals ever performed by the young priestess.,Killer,Plague Aberrations,Common,1,[],images/Customization/Plague_outfit_01_CV02.png
Plague_outfit_01_CV03,,268435470,Servant of the Gods,Worn for the first rituals ever performed by the young priestess.,Killer,Plague Aberrations,Common,1,[],images/Customization/Plague_outfit_01_CV03.png
Plague_outfit_01_CV04,,268435470,Defender of the Frail,Worn for the first rituals ever performed by the young priestess.,Killer,Plague Aberrations,Common,1,[],images/Customization/Plague_outfit_01_CV04.png
Plague_outfit_02,,268435470,Levant Wanderer,"Desperate to appease the god of mayhem and pestilence, the priestess exiled herself from the fair city of Babylon, never to return.",Killer,Self-Banishment,Rare,1,[],images/Customization/Plague_outfit_02.png
Plague_outfit_02_01,,268435470,Urashtu Nomad,"Desperate to appease the god of mayhem and pestilence, the priestess exiled herself from the fair city of Babylon, never to return.",Killer,Self-Banishment,Rare,1,[],images/Customization/Plague_outfit_02_01.png
QF_outfit_006,17,,Justice Seeker,Skipping school and searching for answers regarding her best friend's disappearance! Not the teacher's pet anymore.,Survivor,Battle Of The Exes,Very Rare,0,[],images/Customization/QF_outfit_006.png
QF_outfit_008,17,,Snow Ball Dress,She dressed up to chaperon the yearly school dance at Hawkins Middle School and hoped nothing would ruin the evening.,Survivor,Hawkins School Dance,Very Rare,0,[],images/Customization/QF_outfit_008.png
QF_outfit_009,17,,Days of Rose,"An outfit worn during calmer times in Hawkins, Indiana, before everything turned upside-down.",Survivor,Days Of Growth,Very Rare,0,[],images/Customization/QF_outfit_009.png
QF_outfit_010,17,,Impulsive Activist,"As Nancy & Jonathan attempt to expose the Hawkins Lab's secret operations, they must admit first what deteriorated their relationship and how to fix it.",Survivor,Moment Of Truth,Very Rare,0,[],images/Customization/QF_outfit_010.png
QF_outfit_02,17,,Business '85,Monday morning at the office and feeling ready to tackle anything.,Survivor,Upside Down,Very Rare,0,[],images/Customization/QF_outfit_02.png
QK_outfit_006,,268435472,Twisted Demogorgon,"The creature was altered by the dark Fog as it hunted and fed, becoming part Demogorgon, part something else...",Killer,Altered State,Very Rare,0,[],images/Customization/QK_outfit_006.png
QK_outfit_007,,268435472,Geo Mutation,"An unusual mutation formed in The Entity’s realm, causing rock-like chitin to grow from the creature’s flesh.",Killer,Days Of Growth,Very Rare,0,[],images/Customization/QK_outfit_007.png
QK_outfit_02,,268435472,Escaped Specimen,A live subject was necessary to continue the research… except something went very wrong.,Killer,Upside Down,Very Rare,0,[],images/Customization/QK_outfit_02.png
QM_outfit_006,18,,Last-Minute Babysitter,"More than a pretentious jock, he's a pretty good babysitter.",Survivor,Battle Of The Exes,Very Rare,0,[],images/Customization/QM_outfit_006.png
