id,powerID,name,description,rarity,image
Addon_K29Power_17,Item_Slasher_K29Power,Uroboros Tendril,The result of decades of Bio Organic Weapon research. It will not rest until it has swallowed the entire world.<b>Increases</b> movement speed while charging <b>Virulent Bound</b> by <b>5%</b>.,Common,images/ItemAddons/Orion/iconAddon_uroborosTendril.png
Addon_K29Power_18,Item_Slasher_K29Power,Uroboros Virus,"For some, the strength and resistance was worth the trade-off.When a Survivor reaches full infection, reveal their aura for <b>4 seconds</b>.",Very Rare,images/ItemAddons/Orion/iconAddon_lasPlagasVariant.png
Addon_K29Power_19,Item_Slasher_K29Power,Lab Photo,Wesker was as much a researcher as he was a guinea pig for Umbrella's bio-weapons.Destroy pallets and breakable walls when colliding while using <b>Virulent Bound</b>.Removes the ability to vault pallets while using <b>Virulent Bound</b>.,Ultra Rare,images/ItemAddons/Orion/iconAddon_labPhoto.png
Addon_K29Power_20,Item_Slasher_K29Power,Iridescent Uroboros Vial,The perfect bio-weapon. Decades of research have led to this.Survivors start the trial Infected with Uroboros.Survivors suffer from the <b>Exposed</b> status effect for <b>30 seconds</b> when reaching maximum Infection.<br><br><b>Exposed</b> Survivors will be downed by basic attacks even if uninjured.,Ultra Rare,images/ItemAddons/Orion/iconAddon_iridescentUroborosVial.png
Addon_K29_01,Item_Slasher_K29Power,Jewel Beetle,"A beautiful and valuable insect. While difficult to capture, it’s worth a pretty penny.<br><br><b>Decreases</b> the <b>Virulent Bound</b> extension when grabbing a Survivor mid-Bound by <b>50%</b>.Gain <b>100%</b> bonus Bloodpoints for <b>Virulent Bound</b> score events.",Common,images/ItemAddons/Orion/iconAddon_jewelBeetle.png
Addon_K29_02,Item_Slasher_K29Power,Green Herb,"A common plant, usually known for its restorative properties.<br><br><b>Increases</b> the rate of Infection when grabbing a Survivor during a <b>Virulent Bound</b> by <b>30%</b>.",Very Rare,images/ItemAddons/Orion/iconAddon_greenHerb.png
Addon_K29_03,Item_Slasher_K29Power,Unicorn Medallion,An old medallion depicting a majestic unicorn. It was placed in storage for years.<br><br><b>Increases</b> the initial <b>Virulent Bound</b> distance by <b>20%</b>.<b>Decreases</b> the subsequent <b>Virulent Bound</b> distance by <b>20%</b>.,Common,images/ItemAddons/Orion/iconAddon_unicornMedallion.png
Addon_K29_04,Item_Slasher_K29Power,R.P.D. Shoulder Walkie,"Without the ability to communicate, the cops of Raccoon City are isolated and don’t stand a chance.<br><br><b>Decreases</b> the initial <b>Virulent Bound</b> distance by <b>20%</b>.<b>Increases</b> the subsequent <b>Virulent Bound</b> distance by <b>20%</b>.",Common,images/ItemAddons/Orion/iconAddon_RPDShoulderWalkie.png
Addon_K29_05,Item_Slasher_K29Power,Loose Crank,"To the person whose only tool is a crank, the whole world looks like a crank-shaped hole.<b>Increases</b> movement speed between the first and second <b>Virulent Bounds</b> by <b>8%</b>.",Uncommon,images/ItemAddons/Orion/iconAddon_looseCrank.png
Addon_K29_06,Item_Slasher_K29Power,Leather Gloves,"Gloves of a cold, calculating schemer. They impart an air of icy professionalism.<b>Decreases</b> the time to recharge <b>Virulent Bound</b> by <b>10%</b>.",Uncommon,images/ItemAddons/Orion/iconAddon_leatherGloves.png
Addon_K29_07,Item_Slasher_K29Power,Lion Medallion,An old medallion depicting a brave lion. It was made when the Raccoon Police Station was still an art museum.<b>Increases</b> the distance at which Survivors are thrown by <b>30%</b>.,Uncommon,images/ItemAddons/Orion/iconAddon_lionMedallion.png
Addon_K29_08,Item_Slasher_K29Power,Chalice (Gold),A chalice of pure gold used to celebrate the summer solstice.<b>Increases</b> the <b>Virulent Bound</b> extension when grabbing a Survivor mid-Bound by <b>50%</b>.,Uncommon,images/ItemAddons/Orion/iconAddon_goldChalice.png
Addon_K29_09,Item_Slasher_K29Power,Bullhorn,The commands screamed into this device riled up some and disoriented others.Survivors that use the <b>First Aid Spray</b> suffer from the <b>Oblivious</b> status effect for <b>30 seconds</b>.<br><br><b>Oblivious</b> prevents Survivors from hearing or being affected by the Killer's Terror Radius.,Uncommon,images/ItemAddons/Orion/iconAddon_bullhorn.png
Addon_K30,Item_Slasher_K30Power,Chain Mail Fragment,"Downtime was spent repairing their armor, to avoid being on the receiving end of a fatal blow.<br><br>Guards inflict the <b>Hemorrhage</b> status effect when damaging a Survivor.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Rare,images/ItemAddons/Quantum/iconAddon_ChainmailFragment.png
Addon_K30Power_11,Item_Slasher_K30Power,Grim Iron Mask,"No method of torture was too base for Guardia Compagnia. Pain and humiliation went hand-in-hand.<br><br>When a Survivor is Detected by a Guard, the Survivor suffers from <b>Blindness</b> for <b>60 seconds</b>.<br><br>Blindness&nbsp;prevents Survivors from seeing auras.",Rare,images/ItemAddons/Quantum/iconAddon_GrimIronMask.png
Addon_K30Power_12,Item_Slasher_K30Power,Broken Hilt,"A fresh weapon is clean, even surgical; an attack with a broken one is malicious and desperate.<br><br>Guards inflict the <b>Mangled</b> status effect when damaging a Survivor.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.",Rare,images/ItemAddons/Quantum/iconAddon_BrokenHilt.png
Addon_K30Power_13,Item_Slasher_K30Power,Ironworker’s Tongs,"Vital for repairs between battles and a horrifying, gauging, tearing improvisational weapon.<br><br>When a Survivor escapes a Guard Hunt successfully, they suffer from the <b>Oblivious</b> status effect for <b>20 seconds</b>.<br><br>Oblivious prevents survivors from hearing or being affected by the Killer's Terror Radius.",Rare,images/ItemAddons/Quantum/iconAddon_IronworkerTongs.png
Addon_K30Power_14,Item_Slasher_K30Power,Town Watch’s Torch,"Upon breaching a village, the first thing they would extinguish was the torches, and with them, hope.<br><br>When Survivors escape Guard Hunts without being hit <b>three times</b>, The Knight gains <b>Undetectable</b> Status for <b>25 seconds</b>.<br><br>Undetectable&nbsp;hides the Killer's aura,&nbsp;Terror Radius,&nbsp;and Red Stain.",Rare,images/ItemAddons/Quantum/iconAddon_TownWatctTorch.png
Addon_K30Power_15,Item_Slasher_K30Power,Blacksmith’s Hammer,"In their hands, everything was a weapon.<br><br>When a Survivor escapes a Hunt by any means other than the Standard, that Survivor is <b>Hindered</b> and <b>Exhausted</b> for <b>15 seconds</b>.<br><br>Hindered reduces Survivor movement speed.<br><br>Exhausted prevents Survivors from activating certain perks.",Very Rare,images/ItemAddons/Quantum/iconAddon_BlacksmithHammer.png
Addon_K30Power_16,Item_Slasher_K30Power,Flint and Steel,"Attacks at night were not uncommon. Fear was often their greatest ally.<br><br>After summoning The Carnifex, The Knight can see the auras of Survivors within <b>24 meters</b> of downed pallets for <b>5 seconds</b>.",Very Rare,images/ItemAddons/Quantum/iconAddon_FlintandSteel.png
Addon_K30Power_17,Item_Slasher_K30Power,Healing Poultice,"Their reputation was so large, so horrible, that the mere knowledge that they were coming was enough to bring people to their knees.<br><br>After summoning The Assassin, all Survivors within <b>24 meters</b> from the Guard's initial position scream and reveal their current location for <b>5 seconds</b>.",Very Rare,images/ItemAddons/Quantum/iconAddon_HealingPoultice.png
Addon_K30Power_18,Item_Slasher_K30Power,Lightweight Greaves,"Sometimes he wore lighter armor, letting him move faster; he knew nothing could stop him anyway.<br><br>After summoning The Jailer, The Knight's movement speed <b>increases</b> by <b>10%</b> for <b>6 seconds</b>.",Very Rare,images/ItemAddons/Quantum/iconAddon_LightweightGreaves.png
Addon_K30Power_19,Item_Slasher_K30Power,Knight’s Contract,"The original document contracting Tarhos to Vittorio’s employ. The laws of man could not stand up, though, to natural law.<br><br>Every fourth Guard summoned causes Survivors within <b>12 meters</b> of that summoned Guard instance to suffer from the <b>Exposed</b> status effect for <b>8 seconds</b>.<br><br>Exposed Survivors are downed by basic attacks, even if uninjured.",Ultra Rare,images/ItemAddons/Quantum/iconAddon_KnightContract.png
Addon_K30Power_20,Item_Slasher_K30Power,Iridescent Company Banner,"Where this banner was raised, those who called themselves ""civilized"" ran and hid, because for all their codes and laws, they had nothing resembling actual strength.<br><br>While a Survivor is Hunted by a Guard, spikes block the exit for the hunted Survivor. When they vault, that vault location is blocked for all Survivors for the duration of the Hunt.While creating a Patrol Path, passing through vault locations will block these locations for <b>15 seconds</b>.",Ultra Rare,images/ItemAddons/Quantum/iconAddon_IridescentCompanyBanner.png
Addon_K30_01,Item_Slasher_K30Power,Gritty Lump,"A rock-hard, dense loaf filled their stomachs on most days, giving them the energy to commit truly heinous acts.<br><br><b>Increases</b> Guards' movement Speed while on Patrol by <b>9%</b>.",Common,images/ItemAddons/Quantum/iconAddon_GrittyLump.png
Addon_K30_02,Item_Slasher_K30Power,Map of the Realm,"These unique leather maps were not easy to come by, but when they could not be purchased, they could be taken by force.<br><br><b>Increases</b> the detection Range for Guards on Patrol by <b>4 meters</b>.",Common,images/ItemAddons/Quantum/iconAddon_MapoftheRealms.png
Addon_K30_03,Item_Slasher_K30Power,Tattered Tabard,"Cloaked in heavy fabrics, neither human nor nature could stop them once they had their target.<br><br><b>Increases</b> Patrol time for all Guards by <b>6 seconds</b>.",Common,images/ItemAddons/Quantum/iconAddon_TatteredTabard.png
Addon_K30_04,Item_Slasher_K30Power,Pillaged Mead,"Drinks taken from their victims tasted sweet, but such frivolities were often short-lived.<br><br><b>Decreases</b> the amount of time it takes for a Guard to complete their Order action by <b>25%</b>.",Common,images/ItemAddons/Quantum/iconAddon_PillagedMead.png
Addon_K30_05,Item_Slasher_K30Power,Dried Horsemeat,"Long campaigns often required restocking, and the steeds of fallen enemies were as good as any farm-fresh ration.<br><br><b>Increases</b> the amount of time a Guard will Hunt a Survivor by <b>4 seconds</b>.",Uncommon,images/ItemAddons/Quantum/iconAddon_DriedHorsemeat.png
Addon_K30_06,Item_Slasher_K30Power,Battleaxe Head,"Sander Rault was a tower of a man, terrifying in form and demeanor.<br><br>When cycling through summoned Guards, The Carnifex appears <b>twice in a row</b>.",Uncommon,images/ItemAddons/Quantum/iconAddon_BattleaxeHead.png
Addon_K30_07,Item_Slasher_K30Power,Treated Blade,"Durkos Malecek stuck to the shadows, and was an efficient slaughterer.<br><br>When cycling through summoned Guards, The Assassin appears <b>twice in a row</b>.",Uncommon,images/ItemAddons/Quantum/iconAddon_TreatedBlade.png
Addon_K30_08,Item_Slasher_K30Power,Cold Steel Manacles,"Alejandro Santiago apprenticed as an armorer, and showed no remorse.<br><br>When cycling through summoned Guards, The Jailer appears <b>twice in a row</b>.",Uncommon,images/ItemAddons/Quantum/iconAddon_ColdSteelManacles.png
Addon_K30_09,Item_Slasher_K30Power,Call To Arms,"Posted across many towns, lords desperate to protect their riches posted for able-bodied mercenaries. None survived.<br><br><b>Increases</b> the length of a Patrol Path by <b>10 meters</b>, and, while creating the path, movement speed is <b>increased</b> by <b>25%</b>.",Uncommon,images/ItemAddons/Quantum/iconAddon_CallToArms.png
Addon_Kanobo_AkitosCrutch,Item_Slasher_Kanobo,Akito's Crutch,The crutch used by Kazan's son after falling from a tree. Akito's playmate and her family were punished for the boy's injury.<br><br><b>Increases</b> movement speed of <b>Demon Dash</b> by <b>13%</b>.,Very Rare,images/ItemAddons/Sweden/iconAddon_akitosCrutch.png
Addon_Kanobo_BlackenedToenail,Item_Slasher_Kanobo,Blackened Toenail,"Fell off during one of Kazan's hundred winter treks to the temple. Despite his pilgrimage, Akito's leg would never heal.<br><br><b>Increases</b> movement speed while absorbing Blood Orbs by <b>0.3 m/s</b>.",Common,images/ItemAddons/Sweden/iconAddon_blackenedToenail.png
Addon_Kanobo_BloodySash,Item_Slasher_Kanobo,Bloody Sash,"Blood from a boy who called Kazan The Imposter Noble. Kazan hid evidence of the fight from his father, often reveling at the sash in secret.<br><br><b>Increases</b> movement speed while absorbing Blood Orbs by <b>0.6 m/s</b>.",Uncommon,images/ItemAddons/Sweden/iconAddon_bloodySash.png
Addon_Kanobo_ChildsWoodenSword,Item_Slasher_Kanobo,Child's Wooden Sword,Akito's practice sword. The child had little use for it after his injury.<br><br><b>Increases</b> Blood Orb aura reading range by <b>3 meters</b>.,Uncommon,images/ItemAddons/Sweden/iconAddon_childsWoodenSword.png
Addon_Kanobo_ChippedSaihai,Item_Slasher_Kanobo,Chipped Saihai,"A baton that belonged to Renjiro, it was stolen by Kazan upon his departure.<br><br><b>Increases Blood Fury</b> duration by <b>6 seconds</b>.",Uncommon,images/ItemAddons/Sweden/iconAddon_chippedSaihai.png
Addon_Kanobo_CrackedSakazuki,Item_Slasher_Kanobo,Cracked Sakazuki,"A cup from Kazan's wedding ceremony, it never made it through the night before being damaged.<br><br><b>Decreases Blood Fury</b> activation time by <b>0.5 seconds</b>.<b>Decreases Blood Fury</b> cooldown by <b>0.5 seconds</b>.",Common,images/ItemAddons/Sweden/iconAddon_crackedSakazuki.png
Addon_Kanobo_InkLion,Item_Slasher_Kanobo,Ink Lion,An ink painting that once hung in the Yamaoka estate. Depicts the story of a lion eaten by mice.<br><br><b>Decreases Blood Fury</b> activation time by <b>0.5 seconds</b>.<b>Decreases Blood Fury</b> cooldown by <b>0.5 seconds</b>.<b>Decreases Blood Fury</b> consumption when downing a Survivor by <b>2 seconds</b>.,Uncommon,images/ItemAddons/Sweden/iconAddon_inkLion.png
Addon_Kanobo_KanaianzenTalisman,Item_Slasher_Kanobo,Kanai-anzen Talisman,"A trinket given to Kazan at birth, its powers are meant to protect his family from harm.<b>Increases</b> movement speed of <b>Demon Dash</b> by <b>8%</b>.",Rare,images/ItemAddons/Sweden/iconAddon_kanaianzenTalisman.png
Addon_Kanobo_LionFang,Item_Slasher_Kanobo,Lion Fang,"A tooth sold from an exotic vendor, it symbolizes power and nobility.<b>Increases Blood Fury</b> duration by <b>10 seconds</b>.",Very Rare,images/ItemAddons/Sweden/iconAddon_lionFang.png
Addon_Kanobo_PaperLantern,Item_Slasher_Kanobo,Paper Lantern,"Perhaps a memento of simpler times, before rage fully enveloped him.<br><br><b>Increases</b> Blood Orb absorption speed by <b>4 m/s</b>.",Common,images/ItemAddons/Sweden/iconAddon_paperLantern.png
Addon_Kanobo_PolishedMaedate,Item_Slasher_Kanobo,Polished Maedate,A horned crest Kazan tore from his helmet after being compared to a demon.<br><br><b>Increases Yamaoka's Wrath</b> passive charge rate by <b>50%</b>.,Uncommon,images/ItemAddons/Sweden/iconAddon_polishedMaedate.png
Addon_Kanobo_RenjirosBloodyGlove,Item_Slasher_Kanobo,Renjiro’s Bloody Glove,The glove Renjiro held to his sternum following the strike dealt by his son.<br><br>All Survivors can see Blood Orbs at the same distance as you.A Survivor's aura is revealed for <b>3 seconds</b> when coming into contact with a Blood Orb.,Ultra Rare,images/ItemAddons/Sweden/iconAddon_renirosBloodyGlove.png
Addon_Kanobo_RottingRope,Item_Slasher_Kanobo,Rotting Rope,"Had the rope been stronger, it would have likely held Kazan. As it was, he escaped and butchered his captors.<br><br><b>Increases</b> Blood Orb aura reading range by <b>2 meters</b>.",Common,images/ItemAddons/Sweden/iconAddon_rottingRope.png
Addon_Kanobo_ScalpedTopknot,Item_Slasher_Kanobo,Scalped Topknot,The topknot of a samurai who questioned Kazan's honor. The roots cling to a thin strip of bloody skin.<br><br><b>Decreases</b> time to activate <b>Demon Dash</b> by <b>0.5 seconds</b>.,Rare,images/ItemAddons/Sweden/iconAddon_scalpedTopknot.png
Addon_Kanobo_ShatteredWakizashi,Item_Slasher_Kanobo,Shattered Wakizashi,"The fragments of an ancestral blade, destroyed by Kazan in a fit of rage.<b>Increases Yamaoka's Wrath</b> passive charge rate by <b>100%</b>.",Rare,images/ItemAddons/Sweden/iconAddon_shatteredWakizashi.png
Addon_Kanobo_SplinteredHull,Item_Slasher_Kanobo,Splintered Hull,"Fragments of a ship that carried Renjiro Yamaoka. Against all odds, the legendary samurai seemed to survive.<br><br><b>Increases</b> the frequency of Blood Orbs dropped by Survivors by <b>33%</b>.Survivors drop an additional Blood Orb when they vault, throw pallets, exit lockers, crouch, or fail a skill check.",Very Rare,images/ItemAddons/Sweden/iconAddon_splinteredHull.png
Addon_Kanobo_TearSoakedTenugui,Item_Slasher_Kanobo,Tear Soaked Tenugui,The cloth that Kazan's mother cried into when he left on his pilgrimage to cleanse the samurai.<br><br><b>Decreases Blood Fury</b> consumption when downing a Survivor by <b>4 seconds</b>.,Very Rare,images/ItemAddons/Sweden/iconAddon_tearSoakedTenugui.png
Addon_Kanobo_WoodenOniMask,Item_Slasher_Kanobo,Wooden Oni Mask,"A mask that a young Kazan bought to celebrate Setsubun, its repulsively fanged mouth began haunting his nightmares.<br><br><b>Increases</b> the frequency of Blood Orbs dropped by Survivors by <b>14%</b>.Survivors drop an additional Blood Orb when they vault, throw pallets, exit lockers, crouch, or fail a skill check.",Rare,images/ItemAddons/Sweden/iconAddon_woodenOniMask.png
Addon_Kanobo_YamaokaFamilyCrest,Item_Slasher_Kanobo,Iridescent Family Crest,A crest that denotes its owner as being a part of the Yamaoka family.<br><br>Miss a charged attack during <b>Blood Fury</b> to smash the ground and create a shock wave. Any Survivors within <b>24 meters</b> will scream and reveal their current location to you for <b>4 seconds</b>.,Ultra Rare,images/ItemAddons/Sweden/iconAddon_IridescentFamilyCrest.png
Addon_Kanobo_YamaokaSashimono,Item_Slasher_Kanobo,Yamaoka Sashimono,"The banner of the Yamaoka family, Kazan felt an overwhelming pride from it.<br><br><b>Increases Blood Fury</b> duration by <b>8 seconds</b>.",Rare,images/ItemAddons/Sweden/iconAddon_yamaokaSashimono.png
Addon_Killer_Halloween2020,,Blight Serum,"A small amount of Compound Thirty-Four, the final serum The Blight worked on before his transformation. Causes extreme mutations in high doses.<br><br>You gain <b>1 charge</b> of <i>Blighted Rush</i> that replaces your Killer power until consumed. Press the <i>Power button</i> to initiate a <i>Blighted Rush</i>, allowing you to quickly dash forward.You can not attack during a <i>Blighted Rush</i>.You gain <b>1 additional charge</b> of <i>Blighted Rush</i> every time you hook a Survivor, up to a maximum of <b>1 charge</b>.<i>This add-on may have unknown effects on certain Killers.</i><i>Only playable during the Haunted by Daylight Event.</i>",Special Event,images/ItemAddons/Zambia/iconAddon_blightedSerum.png
ADDON_Lastbreath_AtaxicRespiration,Item_Slasher_Blinker,Ataxic Respiration,"The irregular and deteriorating breath collected from the catatonic boy. Normally stable and calm, becomes incredibly agitated at The Nurse's touch.<br><br><b>Decreases</b> base Blink fatigue duration by <b>7%</b>.",Rare,images/ItemAddons/iconAddon_ataxicRespiration.png
ADDON_Lastbreath_BadManLastBreath,Item_Slasher_Blinker,"""Bad Man's"" Last Breath","A powerful last breath snatched from Crotus Prenn asylum patient ""the Bad Man."" In the hands of The Nurse, it jolts with intensity.<br><br>Hitting a survivor with a successful Blink Attack grants the Nurse <b>Undetectable</b> for <b>25 seconds</b>. This effect may be only triggered once every <b>45 seconds</b>.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Very Rare,images/ItemAddons/iconAddon_badMansLastBreath.png
ADDON_Lastbreath_DullBracelet,Item_Slasher_Blinker,Dull Bracelet,A worthless piece of jewelry that might have had an important significance to someone. Taken from the anxious girl's body.<br><br><b>Decreases</b> maximum Blink distance by <b>20%</b>.<b>Increases</b> Bloodpoints for Precise Blink score events by <b>100%</b>.,Uncommon,images/ItemAddons/iconAddon_dullBracelet.png
ADDON_Lastbreath_HeavyPanting,Item_Slasher_Blinker,Heavy Panting,The slow and bulging breath stolen from the orderly. Dimly oscillates at The Nurse's touch.<br><br><b>Extends</b> the duration of a lunge after more than one Blink by <b>30%</b>.,Rare,images/ItemAddons/iconAddon_heavyPanting.png
ADDON_Lastbreath_JennerLastBreath,Item_Slasher_Blinker,Jenner's Last Breath,"A powerful last breath snatched from Crotus Prenn asylum patient Mary Jenner. In the hands of The Nurse, it trembles with intensity.<br><br>Once&nbsp;<b>The Nurse</b> has exhausted all&nbsp;of her&nbsp;Blinks, allows&nbsp;<b>The Nurse</b>&nbsp;to immediately Blink back to her original position by pressing the&nbsp;<i>Active Ability Button</i>. Must be triggered before&nbsp;<b>The Nurse</b>&nbsp;succumbs to fatigue. After returning to her original position, <b>The Nurse</b> will have one Blink charge ready.",Very Rare,images/ItemAddons/iconAddon_jennersLastBreath.png
ADDON_Lastbreath_KavanaghLastBreath,Item_Slasher_Blinker,Kavanagh's Last Breath,"A powerful last breath snatched from Crotus Prenn asylum orderly Harvey Kavanagh. In the hands of The Nurse, it wobbles with intensity.<br><br>When succumbing to fatigue, any Survivors within <b>8 meters</b> of <b>The Nurse</b> are afflicted with the <b>Blindness</b> status effect for <b>60 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.",Very Rare,images/ItemAddons/iconAddon_kavanaghsLastBreath.png
ADDON_Lastbreath_Matchbox,Item_Slasher_Blinker,Matchbox,A matchbox containing an odd collection of mismatched buttons. Serves as a reminder of a horrible place.<br><br>Sets maximum number of Blink charges to <b>1</b>.Increases The Nurse's base movement speed to <b>4.4 m/s</b>.,Ultra Rare,images/ItemAddons/iconAddon_matchBox.png
ADDON_Lastbreath_SpasmodicBreath,Item_Slasher_Blinker,Spasmodic Breath,"The twitchy and tremulous breath stolen from the ""Bad Man."" Aggressively pulses and jumps at The Nurse's touch.<br><br>Hitting a survivor with a successful Blink Attack <b>disables the ability to Blink</b> and increases the Nurse's base movement speed to <b>4.6 m/s</b> for <b>60 seconds</b>.",Rare,images/ItemAddons/iconAddon_spasmodicBreath.png
ADDON_LFChainsaw_AwardWinningChili,Item_Slasher_LFChainsaw,Award-Winning Chili,A big bowl of spicy chili made famous thanks to prime meat.<br><br><b>Increases</b> maximum <b>Chainsaw Sweep</b> duration by <b>0.5 seconds</b> per charge spent.,Very Rare,images/ItemAddons/Cannibal/iconAddon_awardwinningChili.png
ADDON_LFChainsaw_BeastsMarks,Item_Slasher_LFChainsaw,The Beast's Marks,"Jagged marks cover the Chainsaw's body, punishment from the dark beast that lives in The Fog. Memories of violent reprimands fill its holder with the fear of failure.<br><br><b>Increases Chainsaw Sweep</b> movement speed by <b>3%</b>.<b>Increases</b> time required to charge the Chainsaw by <b>14%</b>.",Rare,images/ItemAddons/Cannibal/iconAddon_theBeastsMark.png
ADDON_LFChainsaw_BegrimedChain,Item_Slasher_LFChainsaw,Begrimed Chains,This chain is stained with a foul substance that debilitates anyone it touches.<br><br>Chainsaw hits cause Survivors to drop their items.,Rare,images/ItemAddons/iconAddon_chainsBloody.png
ADDON_LFChainsaw_CarburatorGuide,Item_Slasher_LFChainsaw,Carburetor Tuning Guide,A crudely drawn guide to properly adjust and tune a Chainsaw carburetor.<br><br>Automatically consume all charges when triggering a <b>Chainsaw Sweep</b>.<b>Increases Chainsaw Sweep</b> duration by <b>0.5 seconds</b>.<b>Decreases Chainsaw Sweep</b> movement speed by <b>2%</b>.,Ultra Rare,images/ItemAddons/iconAddon_carburetorTuningGuide.png
ADDON_LFChainsaw_ChainsawFile,Item_Slasher_LFChainsaw,Chainsaw File,A file whose purpose is to hone Chainsaw chains.<br><br><b>Decreases</b> tantrum duration by <b>0.5 seconds</b>.,Common,images/ItemAddons/iconAddon_chainsawFile.png
ADDON_LFChainsaw_Chili,Item_Slasher_LFChainsaw,Chili,A big bowl of steaming chili to keep you fresh and strong.<br><br><b>Increases</b> maximum <b>Chainsaw Sweep</b> duration by <b>0.25 seconds</b> per charge spent.,Uncommon,images/ItemAddons/Cannibal/iconAddon_chili.png
ADDON_LFChainsaw_DepthGaugeRake,Item_Slasher_LFChainsaw,Depth Gauge Rake,"Tool that increases the angle of the depth gauge, making the chain eat more ""wood"".<br><br>Grants <b>1</b> additional Chainsaw charge.<b>Increases</b> time required to charge the Chainsaw by <b>22%</b>.<b>Decreases</b> <b>Chainsaw Sweep</b> movement speed by <b>2%</b>.",Very Rare,images/ItemAddons/iconAddon_depthGaugeRake.png
ADDON_LFChainsaw_GrislyChains,Item_Slasher_LFChainsaw,Grisly Chain,A chain with unusually hefty cutter teeth that leaves victims crippled even after being healed.<br><br>Chainsaw hits inflict <b>Mangled</b>.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.,Rare,images/ItemAddons/iconAddon_chainsGrisly.png
ADDON_LFChainsaw_HomemadeMuffler,Item_Slasher_LFChainsaw,Homemade Muffler,A makeshift exhaust system made of black gas pipes.<br><br><b>Decreases</b> tantrum duration by <b>1 second</b>.,Uncommon,images/ItemAddons/iconAddon_homemadeMuffler.png
ADDON_LFChainsaw_IridescentFlesh,Item_Slasher_LFChainsaw,Iridescent Flesh,"A thin slice of smooth, young flesh. The veins shimmer with luminescent glow, as if life still flows within.<br><br>Hitting a Survivor with the Chainsaw replenishes its charges.Limits the maximum tantrum duration to <b>5 seconds</b>.",Ultra Rare,images/ItemAddons/Cannibal/iconAddon_iridescentFlesh.png
ADDON_LFChainsaw_KnifeScratches,Item_Slasher_LFChainsaw,Knife Scratches,"Scratches cover the Chainsaw's body, caused by a searing blade. Memories of reprimands fill its holder with the fear of failure.<br><br><b>Increases Chainsaw Sweep</b> movement speed by <b>2%</b>.<b>Increases</b> time required to charge the Chainsaw by <b>14%</b>.",Uncommon,images/ItemAddons/Cannibal/iconAddon_knifeScratches.png
ADDON_LFChainsaw_LightChassis,Item_Slasher_LFChainsaw,Light Chassis,"A light and durable Chainsaw chassis with a shorter guide bar. Makes the Chainsaw easier to handle.<br><br>While revving, see the auras of Survivors within <b>8 meters</b>.",Very Rare,images/ItemAddons/iconAddon_lightChassis.png
ADDON_LFChainsaw_LongGuideBar,Item_Slasher_LFChainsaw,Long Guide Bar,A sturdy iron replacement bar for long chains.<br><br><b>Increases</b> the time the Chainsaw can be revved before triggering a tantrum by <b>2 seconds</b>.,Uncommon,images/ItemAddons/iconAddon_longGuideBar.png
ADDON_LFChainsaw_PrimerBulb,Item_Slasher_LFChainsaw,Primer Bulb,Pumps more gas in the ignition system to ensure a quick and powerful start.<br><br><b>Decreases</b> time required to replenish a charge by <b>1 second</b>.,Uncommon,images/ItemAddons/iconAddon_primerBulb.png
ADDON_LFChainsaw_RustedChain,Item_Slasher_LFChainsaw,Rusted Chain,This chain is covered with crusty and volatile rust spots that make injuries particularly difficult to heal.<br><br>Chainsaw hits inflict <b>Broken</b> for <b>90 seconds</b>.<br><br>Broken prevents Survivors from being healed.,Very Rare,images/ItemAddons/iconAddon_chainsRusted.png
ADDON_LFChainsaw_ShopLubricant,Item_Slasher_LFChainsaw,Shop Lubricant,An oil specifically formulated for chainsaws. A special additive prevents oil throw off.<br><br>Downing a Survivor with the Chainsaw while no other Survivors are in your Terror Radius will hide the Survivor's aura for <b>20 seconds</b>.,Rare,images/ItemAddons/iconAddon_shopLubricant.png
ADDON_LFChainsaw_SparkPlug,Item_Slasher_LFChainsaw,Spark Plug,A clean spark plug fitted for a Chainsaw.<br><br><b>Decreases</b> time required to replenish a charge by <b>0.5 seconds</b>.,Common,images/ItemAddons/iconAddon_sparkPlug.png
ADDON_LFChainsaw_SpeedLimiter,Item_Slasher_LFChainsaw,Speed Limiter,"A mechanical device that limits the amount of fuel small engines can intake at one time, forcing a constant and safe speed.<br><br>Chainsaw does not automatically trigger dying state.Get <b>100%</b> more Bloodpoints for Chainsaw Hit score events.",Common,images/ItemAddons/iconAddon_speedLimiter.png
ADDON_LFChainsaw_TheGrease,Item_Slasher_LFChainsaw,The Grease,"A thick yellowish ooze, concocted by the Sawyers. Used for all-purpose lubrication around their house.<br><br><b>Increases</b> the time the Chainsaw can be revved before triggering a tantrum by <b>3 seconds</b>.",Rare,images/ItemAddons/Cannibal/iconAddon_theGrease.png
ADDON_LFChainsaw_VegetableOil,Item_Slasher_LFChainsaw,Vegetable Oil,A rancid oil used as a poor quality lubricant.<br><br><b>Decreases</b> Chainsaw cooldown by <b>0.3 seconds</b>.,Common,images/ItemAddons/iconAddon_vegetableOil.png
