id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
MT_Head018,1,,MT_outfit_018,Crew Cut,A practical look for an athlete who is always on the run.,Survivor,Head,Spring Ensembles,Very Rare,0,images/Customization/Meg/MT_Head018.png
MT_Head019,1,,MT_outfit_019,Apathetic Impostor,The uniform belonged to a recruit who joined the Cadet Corps as an undercover agent.,Survivor,Head,Attack On Titan Collection,Very Rare,1,images/Customization/Meg/MT_Head019.png
MT_Head01_02,1,,MT_outfit_01_02,Grassland Sunset Cap,A ferocious cap to keep the sun out of your eyes—even if you’ll never see the sun again.,Survivor,Head,Into The Wilderness,Uncommon,1,images/Customization/Meg/MT_Head01_02.png
MT_Head01_4A,1,,,Crown of The Entity,A crown emanating a festive and ominous aura created by The Entity’s biggest fan.,Survivor,Head,Birthday Crown,Special Event,0,images/Customization/Meg/MT_Head01_4A.png
MT_Head01_5A,1,,,5th Anniversary Crown,A crown crafted for a very special anniversary.,Survivor,Head,5Th Anniversary,Special Event,0,images/Customization/Meg/MT_Head01_5A.png
MT_Head01_CV01,1,,Meg_outfit_014,Fitted Cap (Light Blue / Yellow),,Survivor,Head,Meg Essentials,Common,1,images/Customization/Meg/MT_Head01_CV01.png
MT_Head01_CV02,1,,Meg_outfit_015,Fitted Cap (Brown / Yellow),,Survivor,Head,Meg Essentials,Common,1,images/Customization/Meg/MT_Head01_CV02.png
MT_Head01_CV03,1,,Meg_outfit_016,Fitted Cap (Green / Yellow),,Survivor,Head,Meg Essentials,Common,1,images/Customization/Meg/MT_Head01_CV03.png
MT_Head01_CV08,1,,Meg_outfit_021,Fitted Cap (Blue / Red),,Survivor,Head,Meg Essentials,Common,1,images/Customization/Meg/MT_Head01_CV08.png
MT_Head01_CV09,1,,Meg_outfit_022,Fitted Cap (Purple / Green),,Survivor,Head,Meg Essentials,Common,1,images/Customization/Meg/MT_Head01_CV09.png
MT_Head020,1,,MT_outfit_020,Youthful Swoop,A fresh cut for a freshman.,Survivor,Head,Autumn Chill,Rare,0,images/Customization/Meg/MT_Head020.png
MT_Head020_01,1,,MT_outfit_020_01,Youthful Swoop (Deep Rift),A rift-touched cut for a rift traveler.,Survivor,Head,Deep Rift Collection,Rare,0,images/Customization/Meg/MT_Head020_01.png
MT_Head021,1,,MT_outfit_021,Sparkling Earrings,Her jewellery evoked memories of the twinkle of sunlight dancing across freshly fallen snow.,Survivor,Head,Deck The Trials,Very Rare,0,images/Customization/Meg/MT_Head021.png
MT_Head03_01,1,,MT_outfit_03_01,High Intensity,A colored cut that’s as boldly aggressive as the girl who wears it.,Survivor,Head,Summer Camp,Uncommon,0,images/Customization/Meg/MT_Head03_01.png
MT_Head05,1,,,Teen Angst,A relaxed haircut good for situations such as studying or watching old horror movies!,Survivor,Head,,Uncommon,0,images/Customization/L4D/MT_Head05.png
MT_Head06,1,,,Tier III Braids,Masterfully knotted braids. Not for the feeble minds.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/MT_Head06.png
MT_Head07,1,,,Jogging Headband,A modern and stylish headband meant for autumn's cold morning jogs.,Survivor,Head,,Uncommon,0,images/Customization/HeadCase/MT_Head07.png
MT_Legs001_01,1,,Meg_outfit_002,Scarlet Mid Length Trousers,,Survivor,Legs,Athletics Active,Very Rare,1,images/Customization/Meg/MT_Legs001_01.png
MT_Legs001_02,1,,Meg_outfit_003,Gold Wings Pants,Speed of the Valkyrie.,Survivor,Legs,Athletics Active,Very Rare,1,images/Customization/Meg/MT_Legs001_02.png
MT_Legs002,1,,Meg_outfit_005,Snowy Running Shorts,,Survivor,Legs,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Legs002.png
MT_Legs002_01,1,,Meg_outfit_004,Baller Shorts,,Survivor,Legs,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Legs002_01.png
MT_Legs002_02,1,,Meg_outfit_006,Shuriken Running Shorts,"Yo, smell ya later!",Survivor,Legs,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Legs002_02.png
MT_Legs003,1,,Meg_outfit_007,Backspin Tennis Skirt,,Survivor,Legs,Game Set Match,Rare,1,images/Customization/Meg/MT_Legs003.png
MT_Legs003_01,1,,Meg_outfit_008,Slamming Tennis Skirt,,Survivor,Legs,Game Set Match,Rare,1,images/Customization/Meg/MT_Legs003_01.png
MT_Legs003_02,1,,Meg_outfit_009,Salmon Skirt,,Survivor,Legs,Game Set Match,Rare,1,images/Customization/Meg/MT_Legs003_02.png
MT_Legs004,1,,Meg_outfit_010,Nevermind Ripped Jeans,,Survivor,Legs,Street Smart,Rare,1,images/Customization/Meg/MT_Legs004.png
MT_Legs004_01,1,,Meg_outfit_011,Rascal Ripped Jeans,,Survivor,Legs,Street Smart,Rare,1,images/Customization/Meg/MT_Legs004_01.png
MT_Legs004_02,1,,Meg_outfit_012,Restless Ripped Jeans,,Survivor,Legs,Street Smart,Rare,1,images/Customization/Meg/MT_Legs004_02.png
MT_Legs004_03,1,,MT_outfit_004_03,Rugged Ripped Jeans,"Colorful and contemporary, fitted, ripped jeans.",Survivor,Legs,Street Smart,Rare,1,images/Customization/Meg/MT_Legs004_03.png
MT_Legs005,1,,Meg_outfit_013,Prophetic Skirt,"Your future clearly holds dirt, dust, and…. blood. Lots and lots of blood.",Survivor,Legs,Fog Travelers,Very Rare,1,images/Customization/Meg/MT_Legs005.png
MT_Legs005_01,1,,MT_outfit_005_01,Flowing Flowers,"A homemade hand-me-down from her mother. She used to think it was embarrassing, but now that she’s older, Meg loves it.",Survivor,Legs,Spring Ensembles,Very Rare,0,images/Customization/Meg/MT_Legs005_01.png
MT_Legs006,1,,Meg_outfit_023,Edgy Leather Leggings,,Survivor,Legs,Grim Matsuri,Very Rare,1,images/Customization/Meg/MT_Legs006.png
MT_Legs006_01,1,,,Flash Leather Leggings,A pair of vintage leather leggings held together by patches of faux silver. Perfect to stand out from the crowd.,Survivor,Legs,,Very Rare,0,images/Customization/Meg/MT_Legs006_01.png
MT_Legs006_02,1,,MT_outfit_013_01,Reconstituted Leggings,An unlikely but unforgettable pair of pants that ensure no interviewer would forget her.,Survivor,Legs,Midsummer Mayhem Collection,Very Rare,0,images/Customization/Meg/MT_Legs006_02.png
MT_Legs008,1,,Meg_outfit_008_01,Shorts and Socks,"Bitchin' look, dude. Gnarly even. Tubular tube socks, too.",Survivor,Legs,Wicked Wares,Very Rare,1,images/Customization/Meg/MT_Legs008.png
MT_Legs009,1,,Meg_outfit_009_01,Hiking Leggings,You'll feel like you can walk for miles in these compression leggings.,Survivor,Legs,Boondocks Bounty,Very Rare,1,images/Customization/Meg/MT_Legs009.png
MT_Legs010,1,,MT_outfit_010,Active Force Split-Shorts,Side-split shorts optimal for racing and vaulting away from a deranged psychopath.,Survivor,Legs,The Intensity,Very Rare,1,images/Customization/Meg/MT_Legs010.png
MT_Legs011,1,,MT_outfit_011,Dark Cargo Pants,"Even if she wanted to be the center of attention, she still prized comfort above all.",Survivor,Legs,Winter Tales,Very Rare,0,images/Customization/Meg/MT_Legs011.png
MT_Legs012,1,,MT_outfit_012,Drop Crotch Pants,There was something cathartic about the sound of shattered glass echoing through an empty street.,Survivor,Legs,Mean Streets,Very Rare,1,images/Customization/Meg/MT_Legs012.png
MT_Legs013,1,,MT_outfit_013,Fame Maker,"A stunningly elegant black dress with a thigh slit, paired with an outstanding black sandal finish.",Survivor,Legs,Conviction,Very Rare,1,images/Customization/Meg/MT_Legs013.png
MT_Legs014,1,,MT_outfit_014,Baltic Meadow Pants,"Slacks with a floral pattern that sprouts along the legs, combined with ankle suede boots.",Survivor,Legs,Oktoberfest,Very Rare,1,images/Customization/Meg/MT_Legs014.png
MT_Legs015,1,,MT_outfit_015,Nine to Fives,A hard-working denim style that’s not afraid of a little grease.,Survivor,Legs,Rockabilly,Very Rare,1,images/Customization/Meg/MT_Legs015.png
MT_Legs016,1,,MT_outfit_016,Skinny Gray Denims,"Ripped, skinny jeans that are both stylish and comfortable.",Survivor,Legs,Cats & Dogs,Very Rare,1,images/Customization/Meg/MT_Legs016.png
MT_Legs017,1,,MT_outfit_017,Dashing Long Skirt,Long skirt matched with black boots to run swiftly on the asphalt road during the Fairy Tale Night Race.,Survivor,Legs,Modern Tales,Very Rare,1,images/Customization/Meg/MT_Legs017.png
MT_Legs018,1,,MT_outfit_018,Denim Shorts,Tattered denim shorts matched with a pair of boots to keep her feet dry and warm even in bad weather.,Survivor,Legs,Spring Ensembles,Very Rare,0,images/Customization/Meg/MT_Legs018.png
MT_Legs019,1,,MT_outfit_019,Mole’s Pants,"Despite being among the best fighters in her class, she seemed to lack motivation for the cause.",Survivor,Legs,Attack On Titan Collection,Very Rare,1,images/Customization/Meg/MT_Legs019.png
MT_Legs01_02,1,,MT_outfit_01_02,Speed Burst Leggings,Get a leg up on the competition! May the fastest survive.,Survivor,Legs,Into The Wilderness,Uncommon,1,images/Customization/Meg/MT_Legs01_02.png
MT_Legs01_CV01,1,,Meg_outfit_014,Runner Leggings (Light Green),,Survivor,Legs,Meg Essentials,Common,1,images/Customization/Meg/MT_Legs01_CV01.png
MT_Legs01_CV02,1,,Meg_outfit_015,Runner Leggings (Dark Red),,Survivor,Legs,Meg Essentials,Common,1,images/Customization/Meg/MT_Legs01_CV02.png
MT_Legs01_CV03,1,,Meg_outfit_016,Runner Leggings (Dark Yellow),,Survivor,Legs,Meg Essentials,Common,1,images/Customization/Meg/MT_Legs01_CV03.png
MT_Legs01_CV08,1,,Meg_outfit_021,Runner Leggings (Blue),,Survivor,Legs,Meg Essentials,Common,1,images/Customization/Meg/MT_Legs01_CV08.png
MT_Legs01_CV09,1,,Meg_outfit_022,Runner Leggings (Dark Gray),,Survivor,Legs,Meg Essentials,Common,1,images/Customization/Meg/MT_Legs01_CV09.png
MT_Legs020,1,,MT_outfit_020,Plaid Campus Skirt,"While she wasn’t typically one for a skirt, she was living her college fantasy.",Survivor,Legs,Autumn Chill,Rare,0,images/Customization/Meg/MT_Legs020.png
MT_Legs020_01,1,,MT_outfit_020_01,Plaid Campus Skirt (Deep Rift),"While she wasn’t typically one for a skirt, she was more focused on surviving.",Survivor,Legs,Deep Rift Collection,Rare,0,images/Customization/Meg/MT_Legs020_01.png
MT_Legs021,1,,MT_outfit_021,Delicate Dress,"Despite the light and airy fabric, it was surprisingly warm.",Survivor,Legs,Deck The Trials,Very Rare,0,images/Customization/Meg/MT_Legs021.png
MT_Legs03_01,1,,MT_outfit_03_01,Golden Eagles Shorts,A loose pair of athletic shorts that allow for full range of motion during training days.,Survivor,Legs,Summer Camp,Uncommon,0,images/Customization/Meg/MT_Legs03_01.png
MT_Legs04_01,1,,,Mauve Presentation Pants,"Smart, every day comfort for the sports enthusiast.",Survivor,Legs,,Uncommon,0,images/Customization/MT_Legs04_01.png
MT_Legs04_02,1,,,Sports Leggings,Athletic pants with classic running shoes.,Survivor,Legs,,Uncommon,0,images/Customization/MT_Legs04_02.png
MT_Legs04_03,1,,,Retro Sneakers,Bubble-gum pink sneakers for looking good while training,Survivor,Legs,,Ultra Rare,0,images/Customization/MT_Legs04_03.png
MT_Legs05,1,,,Rolled Up Jeans & Sneakers,Ambidextrous trousers and grunge sneakers straight out of 2008.,Survivor,Legs,,Uncommon,0,images/Customization/L4D/MT_Legs05.png
MT_Mask_01,1,,,Boop the Snoot,A taunting and sinister pig head mask whose origin is unknown.,Survivor,Head,,Uncommon,0,images/Customization/Meg/MT_Mask_01.png
MT_Mask_DG_01,1,,,Impact,,Survivor,Head,Scavenger,Uncommon,0,images/Customization/DeathGarden/MT_Mask_DG_01.png
MT_Torso001_01,1,,Meg_outfit_002,Crimson Sleeveless Crop Top,,Survivor,Torso,Athletics Active,Very Rare,1,images/Customization/Meg/MT_Torso001_01.png
MT_Torso001_02,1,,Meg_outfit_003,Gold Wings Top,Wings of the Valkyrie.,Survivor,Torso,Athletics Active,Very Rare,1,images/Customization/Meg/MT_Torso001_02.png
MT_Torso002,1,,Meg_outfit_004,Active Brawler Vest,,Survivor,Torso,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Torso002.png
MT_Torso002_01,1,,Meg_outfit_005,Polar Running Vest,,Survivor,Torso,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Torso002_01.png
MT_Torso002_02,1,,Meg_outfit_006,Smoke Bomb Running Vest,,Survivor,Torso,Winter Sprinter,Uncommon,1,images/Customization/Meg/MT_Torso002_02.png
MT_Torso002_03,1,,,Alpine Ski Vest,This puffy running vest keeps you nice and warm while exercising in outdoor conditions.,Survivor,Torso,,Uncommon,0,images/Customization/Meg/MT_Torso002_03.png
MT_Torso003,1,,Meg_outfit_007,Over the Net Polo,,Survivor,Torso,Game Set Match,Rare,1,images/Customization/Meg/MT_Torso003.png
MT_Torso003_01,1,,Meg_outfit_008,Thumping Tennis Polo,,Survivor,Torso,Game Set Match,Rare,1,images/Customization/Meg/MT_Torso003_01.png
MT_Torso003_02,1,,Meg_outfit_009,Pink Racket Polo,,Survivor,Torso,Game Set Match,Rare,1,images/Customization/Meg/MT_Torso003_02.png
MT_Torso004,1,,Meg_outfit_010,Mosh Pit Sleeveless Top,,Survivor,Torso,Street Smart,Rare,1,images/Customization/Meg/MT_Torso004.png
MT_Torso004_01,1,,Meg_outfit_011,Misguided Sleeveless Top,,Survivor,Torso,Street Smart,Rare,1,images/Customization/Meg/MT_Torso004_01.png
MT_Torso004_02,1,,Meg_outfit_012,Disorderly Sleeveless Top,ZZZZZZAAAAPP!,Survivor,Torso,Street Smart,Rare,1,images/Customization/Meg/MT_Torso004_02.png
MT_Torso004_03,1,,MT_outfit_004_03,Persistence Sleeveless top,Sleeveless top and bling. Representing the streets.,Survivor,Torso,Street Smart,Rare,1,images/Customization/Meg/MT_Torso004_03.png
MT_Torso005,1,,Meg_outfit_013,Divination Top,,Survivor,Torso,Fog Travelers,Very Rare,1,images/Customization/Meg/MT_Torso005.png
MT_Torso005_01,1,,MT_outfit_005_01,Slouchy Blouse,"A casual, off-the-shoulder top that lets the sharp spring breeze kiss the neck.",Survivor,Torso,Spring Ensembles,Very Rare,0,images/Customization/Meg/MT_Torso005_01.png
MT_Torso006,1,,Meg_outfit_023,Chrysanthemum Dress Top,,Survivor,Torso,Grim Matsuri,Very Rare,1,images/Customization/Meg/MT_Torso006.png
MT_Torso007,1,,,Buzzer Beater,The last-minute victory is all the sweeter.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/Meg/MT_Torso007.png
MT_Torso008,1,,Meg_outfit_008_01,Shell Jacket,"Lightweight, breathable jacket. Keeps you cool while jogging on the beach, and warm while running through a sewer at night.",Survivor,Torso,Wicked Wares,Very Rare,1,images/Customization/Meg/MT_Torso008.png
MT_Torso009,1,,Meg_outfit_009_01,Trail Essentials Backpack,"You can survive alone for weeks in the wilderness with this gear. At least, you hope you're alone out there.",Survivor,Torso,Boondocks Bounty,Very Rare,1,images/Customization/Meg/MT_Torso009.png
MT_Torso010,1,,MT_outfit_010,Breezy Tank Top,A lightweight top draped over a dark sports bra. The dropped armholes allow for airflow so you can reach your anaerobic threshold without burning up.,Survivor,Torso,The Intensity,Very Rare,1,images/Customization/Meg/MT_Torso010.png
MT_Torso011,1,,MT_outfit_011,Disco Ball Tank Top,"Her shirt caught all the light in the room. For one night, Meg wanted to be in the spotlight far away from the running track.",Survivor,Torso,Winter Tales,Very Rare,0,images/Customization/Meg/MT_Torso011.png
MT_Torso012,1,,MT_outfit_012,Cropped Denim Jacket,"She got to know every street in Denver, every back alley. She knew how to look the part, blend into the crowds of stylish street rats who posed along the graffitied walls and empty lots while still having a warm home to return to.",Survivor,Torso,Mean Streets,Very Rare,1,images/Customization/Meg/MT_Torso012.png
MT_Torso013,1,,MT_outfit_013,Lace Luxury,A breathtaking lace top that is uncompromising in its beauty and class.,Survivor,Torso,Conviction,Very Rare,1,images/Customization/Meg/MT_Torso013.png
MT_Torso014,1,,MT_outfit_014,Floral Bodice,"Though it would have been common hundreds of years ago, this peasant-style bodice is a rare attention-catching look in modern time.",Survivor,Torso,Oktoberfest,Very Rare,1,images/Customization/Meg/MT_Torso014.png
MT_Torso015,1,,MT_outfit_015,Page Turner,Bright and bold designs from old-timey comic art.,Survivor,Torso,Rockabilly,Very Rare,1,images/Customization/Meg/MT_Torso015.png
MT_Torso016,1,,MT_outfit_016,Vintage Blazer & Statement T-Shirt,Light blazer with an iconic t-shirt that displayed both her & Moka's mood.,Survivor,Torso,Cats & Dogs,Very Rare,1,images/Customization/Meg/MT_Torso016.png
MT_Torso016_01,1,,MT_outfit_013_01,Pink Pastels,A fashionable jacket that’s still hardy enough to withstand the interview sweats.,Survivor,Torso,Midsummer Mayhem Collection,Very Rare,0,images/Customization/Meg/MT_Torso016_01.png
MT_Torso017,1,,MT_outfit_017,Urban Jungle Top,"A costume that cheered up her mother, who captured the moment with a picture. She always told Meg to dress for success and that’s what she did.",Survivor,Torso,Modern Tales,Very Rare,1,images/Customization/Meg/MT_Torso017.png
MT_Torso018,1,,MT_outfit_018,Light Windbreaker,"A bright windbreaker to block the cold, capricious winds of April.",Survivor,Torso,Spring Ensembles,Very Rare,0,images/Customization/Meg/MT_Torso018.png
MT_Torso019,1,,MT_outfit_019,Casual Hoodie,Her betrayal cost the Scout Regiment countless lives.,Survivor,Torso,Attack On Titan Collection,Very Rare,1,images/Customization/Meg/MT_Torso019.png
MT_Torso01_02,1,,MT_outfit_01_02,Cheetah Print Top,"The pattern of a fearsome predator, though there are certainly deadlier claws out there.",Survivor,Torso,Into The Wilderness,Uncommon,1,images/Customization/Meg/MT_Torso01_02.png
MT_Torso01_CV01,1,,Meg_outfit_014,Sleeveless Sport Top (Lavender / Green),,Survivor,Torso,Meg Essentials,Common,1,images/Customization/Meg/MT_Torso01_CV01.png
MT_Torso01_CV02,1,,Meg_outfit_015,Sleeveless Sport Top (Beige / Red),,Survivor,Torso,Meg Essentials,Common,1,images/Customization/Meg/MT_Torso01_CV02.png
MT_Torso01_CV03,1,,Meg_outfit_016,Sleeveless Sport Top (Lime Green / Olive Green),,Survivor,Torso,Meg Essentials,Common,1,images/Customization/Meg/MT_Torso01_CV03.png
MT_Torso01_CV08,1,,Meg_outfit_021,Sleeveless Sport Top (Blue / Red),,Survivor,Torso,Meg Essentials,Common,1,images/Customization/Meg/MT_Torso01_CV08.png
MT_Torso01_CV09,1,,Meg_outfit_022,Sleeveless Sport Top (Charcoal),,Survivor,Torso,Meg Essentials,Common,1,images/Customization/Meg/MT_Torso01_CV09.png
MT_Torso020,1,,MT_outfit_020,Varsity Track Jacket,"She picked up this coat when visiting her perspective campus, convinced she would be wearing it the following year.",Survivor,Torso,Autumn Chill,Rare,0,images/Customization/Meg/MT_Torso020.png
MT_Torso020_01,1,,MT_outfit_020_01,Varsity Track Jacket (Deep Rift),"She picked up this coat when visiting her perspective campus, but found it twisted by the Entity’s realm.",Survivor,Torso,Deep Rift Collection,Rare,0,images/Customization/Meg/MT_Torso020_01.png
MT_Torso021,1,,MT_outfit_021,Silvery Bangles,"A pair of beautiful asymmetric pieces adorned her arms, adding flair to her outfit.",Survivor,Torso,Deck The Trials,Very Rare,0,images/Customization/Meg/MT_Torso021.png
MT_Torso02_01,1,,,College Letterman,For the honored college sports star.,Survivor,Torso,,Uncommon,0,images/Customization/MT_Torso02_01.png
MT_Torso02_02,1,,,Hooded Training Top,Classic uniformed training top.,Survivor,Torso,,Uncommon,0,images/Customization/MT_Torso02_02.png
MT_Torso02_03,1,,,Leather Hoodie,"Casual, relaxing and warm on an autumn evening",Survivor,Torso,,Ultra Rare,0,images/Customization/MT_Torso02_03.png
MT_Torso02_Anni01,1,,,Red-Trim Leather Hoodie,"Casual, relaxing and warm on a spring evening.",Survivor,Torso,,Common,0,images/Customization/MT_Torso02_Anni01.png
MT_Torso02_Armorra,1,,,Morra what,"A unique top for Meg, created for Armorra",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_Armorra.png
MT_Torso02_EnvyTheElitist,1,,,The envy,"A unique top for Meg, created for EnvyTheElitist",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_EnvyTheElitist.png
MT_Torso02_KeGenius,1,,,Kek,"A unique top for Meg, created for KeGenius",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_KeGenius.png
MT_Torso02_Metro,1,,,Raving mad,"A unique top for Meg, created for Metro",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_Metro.png
MT_Torso02_Nana,1,,,The Nana,"A unique top for Meg, created for Nana",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_Nana.png
MT_Torso02_Samu,1,,,Summertime rolls,"A unique top for Meg, created for Samu",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso02_Samu.png
MT_Torso03_01,1,,MT_outfit_03_01,Golden Eagles Jersey,"The Golden Eagles Summer Camp jersey. Meg counseled in the track & field segment, training young athletes for their future competitions.",Survivor,Torso,Summer Camp,Uncommon,0,images/Customization/Meg/MT_Torso03_01.png
MT_Torso03_Sly,1,,,Rage mode,"A unique top for Meg, created for Slyvinlisha",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso03_Sly.png
MT_Torso04_L4D,1,,,Infected – Black,Thumbs up on an awesome shirt design.,Survivor,Torso,,Rare,0,images/Customization/L4D/MT_Torso04_L4D.png
MT_Torso04_L4DInv,1,,,Infected – Red,Thumbs up on an awesome shirt design.,Survivor,Torso,,Rare,0,images/Customization/L4D/MT_Torso04_L4DInv.png
MT_Torso04_LunarNewYear,1,,,Fire Rooster,A shirt for luck and protection.,Survivor,Torso,,Rare,0,images/Customization/MT_Torso04_LunarNewYear.png
MT_Torso04_PickleDream,1,,,Pickle nightmare,"A unique top for Meg, created for PickleDream",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/MT_Torso04_PickleDream.png
MT_Torso05,1,,,Zipper Hoodie,"Look at you, all dressed up for the apocalypse.",Survivor,Torso,,Uncommon,0,images/Customization/L4D/MT_Torso05.png
M_Head02,1,,,Sport Cap,This cap keeps the sun out of Meg's eyes during sunset runs.,Survivor,Head,,Common,0,images/Customization/M_Head02.png
M_Head03,1,,,Sporty bob,Trimmed short for extra speed and agility,Survivor,Head,,Common,0,images/Customization/M_Head03.png
M_Leg03,1,,,High grip sneakers,Thick leggings help protect the legs from falls and fouls,Survivor,Legs,,Common,0,images/Customization/M_Leg03.png
M_Legs02,1,,,Sweat Pants,"The ultimate in comfy, everyday sports wear.",Survivor,Legs,,Common,0,images/Customization/M_Legs02.png
M_Torso02,1,,,Jogging Hoodie,Lightweight and yet warm for those early morning jogs.,Survivor,Torso,,Common,0,images/Customization/M_Torso02.png
M_Torso03,1,,,Superstar Corvids jersey,Number 14 is also Meg's lucky number,Survivor,Torso,,Common,0,images/Customization/M_Torso03.png
M_Torso03_AngryPugCharity,1,,,Angry Pug Team Uniform,"A unique shirt for Meg, created for Angry Pug",Survivor,Torso,,Uncommon,0,images/Customization/CharityChest/M_Torso03_AngryPugCharity.png
NK_Head001,4,,Nea_outfit_003,Tic Tac Teal Punk Cut,Spicy!,Survivor,Head,Street Rebel,Rare,1,images/Customization/Nea/NK_Head001.png
NK_Head001_01,4,,Nea_outfit_001,Spray Can Fuchsia Punk Cut,,Survivor,Head,Street Rebel,Rare,1,images/Customization/Nea/NK_Head001_01.png
NK_Head001_02,4,,Nea_outfit_002,Childish Pink Punk Cut,,Survivor,Head,Street Rebel,Rare,1,images/Customization/Nea/NK_Head001_02.png
NK_Head001_03,4,,,Nuclear Skies Pixie Bob,"A cute, funky hairstyle, belying the true intentions behind those seemingly innocent eyes.",Survivor,Head,,Rare,0,images/Customization/Nea/NK_Head001_03.png
NK_Head002,4,,Nea_outfit_008,Dark Skies Pixie Bob,,Survivor,Head,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Head002.png
NK_Head002_01,4,,Nea_outfit_007,Cloudy Skies Pixie Bob,,Survivor,Head,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Head002_01.png
NK_Head002_02,4,,Nea_outfit_009,Violet Skies Pixie Bob,,Survivor,Head,Stockholm Syndrome,Very Rare,1,images/Customization/Nea/NK_Head002_02.png
NK_Head003,4,,Nea_outfit_006,Black Cat Side-Shave,,Survivor,Head,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Head003.png
NK_Head003_01,4,,Nea_outfit_005,Black Cap White Cap,The cap is straight from the local skate shop.,Survivor,Head,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Head003_01.png
NK_Head003_02,4,,Nea_outfit_004,Lobsters and Pineapples,Pretty neat pineapple cap as well.,Survivor,Head,Tomboy Trends,Uncommon,1,images/Customization/Nea/NK_Head003_02.png
NK_Head003_03,4,,,Billboard Blue Cap,"A cutting-edge, long hair style straight from the mosh pits and the boiler rooms. The cap is inspired by urban street art.",Survivor,Head,Tomboy Trends,Uncommon,0,images/Customization/Nea/NK_Head003_03.png
NK_Head006,4,,Nea_outfit_010,Pastel Bob Wig - Matsuri,,Survivor,Head,Grim Matsuri,Very Rare,1,images/Customization/Nea/NK_Head006.png
NK_Head008,4,,Nea_outfit_008_01,Dark and Light,Black sunglasses matched with colorful hair. And an attitude that can't be missed.,Survivor,Head,Mean Streets,Very Rare,1,images/Customization/Nea/NK_Head008.png
NK_Head008_01,4,,NK_outfit_008_01,Roots and Sunshine,"Black sunglasses matched with a dark to light hairstyle, and an attitude that can't be missed.",Survivor,Head,The Road Less Travelled,Very Rare,0,images/Customization/Nea/NK_Head008_01.png
NK_Head009,4,,Nea_outfit_009_01,Undercut Comb-back,Easy to maintain and makes a statement. Paired with amber-tinted glasses that improve night vision.,Survivor,Head,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Head009.png
NK_Head010,4,,NK_outfit_010,Smokestack Beanie,"Straightened blonde hair further bleached by the sunlight and topped with a charcoal colored beanie. Hybrid fashion, somewhere between punk and grunge.",Survivor,Head,The Road Less Traveled,Very Rare,1,images/Customization/Nea/NK_Head010.png
NK_Head011,4,,NK_outfit_011,Blond Skull,She was confident that no one could match her skills or style.,Survivor,Head,Wintertime,Very Rare,1,images/Customization/Nea/NK_Head011.png
NK_Head011_01,4,,NK_outfit_011_01,Icy Tips,"Long, flowing hair tinged with a bit of blue, like the icy tops of Sweden’s mountains.",Survivor,Head,Autumn Chill,Very Rare,0,images/Customization/Nea/NK_Head011_01.png
NK_Head012,4,,NK_outfit_012,Vibrant Respirator Mask,A fiery hairdo with dystopian styled spray paint respirator mask.,Survivor,Head,Neon Swirl,Very Rare,1,images/Customization/Nea/NK_Head012.png
NK_Head013,4,,NK_outfit_013,Rebel Head,"A hairstyle that combines the best of skater, surf, and punk.",Survivor,Head,Unleashed,Very Rare,0,images/Customization/Nea/NK_Head013.png
NK_Head014,4,,NK_outfit_014,Greaser Gal,A fierce pompadour that’s heavy on the grease.,Survivor,Head,Rockabilly,Very Rare,1,images/Customization/Nea/NK_Head014.png
NK_Head015,4,,NK_outfit_015,Salty Tangles,The messy tangle of hair caused by a few tumbles in the waves.,Survivor,Head,Waterfront Massacre,Very Rare,1,images/Customization/Nea/NK_Head015.png
NK_Head016,4,,NK_outfit_016,Vibrant Hairstyle,An edgier hairstyle that displayed her refusal to conform.,Survivor,Head,Neon Nights,Very Rare,1,images/Customization/Nea/NK_Head016.png
NK_Head017,4,,NK_outfit_017,Textured Bob,"A lush, textured bob with goggles to protect her eyes from toxic substances.",Survivor,Head,Hallowed Curse,Very Rare,1,images/Customization/Nea/NK_Head017.png
NK_Head018,4,,NK_outfit_018,Crazed Cool,Shaved sides with a long-haired party going on in the front and back.,Survivor,Head,Counterculture,Rare,0,images/Customization/Nea/NK_Head018.png
