id,survivorID,killerID,name,role,description,tunables,teachable,image
Premonition,,,Premonition,Survivor,You have the undeniable capability to sense danger. Get an auditory warning when looking in the direction of the Killer in a 45 degree cone within a range of {0} meters. Premonition has a cooldown of {1} seconds each time it activates.,"[['36'], ['60', '45', '30']]",,images/Perks/iconPerks_premonition.png
Prove_Thyself,0,,Prove Thyself,Survivor,"For every other Survivor working on a generator within a {1} meter range, gain {0}% repair speed bonus. This same bonus is also applied to all other Survivors within range.<br><br>Gain {2}% more Bloodpoints for coop actions.<br><br>Survivors can only be affected by one Prove Thyself effect at a time.","[['15'], ['4'], ['50', '75', '100']]",35,images/Perks/iconPerks_proveThyself.png
QuickQuiet,1,,Quick & Quiet,Survivor,You do not make as much noise as others when quickly vaulting over obstacles or hiding in lockers.<br><br>The vault and hide actions' noise detection and audio range is reduced by {0}%.<br><br>This effect can only trigger once every {1} seconds.,"[['100'], ['30', '25', '20']]",30,images/Perks/iconPerks_quickAndQuiet.png
Rancor,,268435468,Rancor,Killer,"You become <b>obsessed</b> with one Survivor.<br><br>Each time a generator is completed, your Obsession sees your aura for {0} seconds.<br><br>Each time a generator is completed, all Survivors' locations are revealed to you for {1} seconds.<br><br>Once the exit gates are powered, the Obsession has the <b>Exposed</b> status effect and you can kill them.<br><br><i>The Killer can only be <b>obsessed</b> with one Survivor at a time.</i><br><br>Exposed Survivors will be downed by basic attacks even if uninjured.","[['5', '4', '3'], ['3']]",40,images/Perks/Haiti/iconPerks_hatred.png
RedHerring,20,,Red Herring,Survivor,"You’ve noticed that people pay attention to whatever makes the loudest noise.<br><br>After repairing a generator for at least {0} seconds, it will be highlighted to you with a yellow aura. The generator stays highlighted until it is fully repaired, you repair a new generator, or enter a locker.<br><br>Entering any locker will trigger a loud noise indicator for The Killer at the highlighted generator's location.<br><br><li><i>Red Herring</i> can only be triggered once every {1} seconds.</li>","[['3'], ['60', '50', '40']]",35,images/Perks/Ukraine/iconPerks_redHerring.png
RememberMe,,268435465,Remember Me,Killer,"You become <b>obsessed</b> with one Survivor. Each time your Obsession loses a health state, you increase the opening time of the exit gates by {0} seconds up to a maximum of {1} additional seconds.<br><br>The Obsession is not affected by <i>Remember Me.</i><br><br>The Killer can only be <b>obsessed</b> with one Survivor at a time.","[['4'], ['8', '12', '16']]",35,images/Perks/England/iconPerks_rememberMe.png
RepressedAlliance,21,,Repressed&nbsp;Alliance,Survivor,"You’re accustomed to being hunted by malicious&nbsp;forces, and you’ve begun using it to your advantage.<br><br><i>Repressed Alliance</i>&nbsp;activates after repairing generators for a total of {0}&nbsp;seconds.<br><br>When repairing a generator while the perk is active, press the <i>Active Ability Button 1</i> to call upon The Entity to block the generator for {1}&nbsp;seconds. The perk deactivates.<br><br>This interaction is not available if other Survivors are repairing the generator.<br><br>Affected generators will be revealed by a white aura to all Survivors.","[['55', '50', '45'], ['30']]",40,images/Perks/Wales/iconPerks_repressedAlliance.png
Resilience,,,Resilience,Survivor,"You are motivated in dire situations. Grants {0}% additional speed when repairing, sabotaging, healing, unhooking, vaulting, cleansing or blessing a Totem, opening exit gates, and unlocking while injured.","[['3', '6', '9']]",,images/Perks/iconPerks_resilience.png
S24P01,23,,Appraisal,Survivor,"You have a careful eye that notices what many overlook.<br><br>Start the trial with {0} tokens. When a chest has already been opened, consume a token to rummage through it for an item. Rummaging can only be performed once per chest.<br><br>You rummage through chests {1}% faster.","[['3'], ['40', '60', '80']]",30,images/Perks/Aurora/iconPerks_appraisal.png
S24P02,23,,Deception,Survivor,Your&nbsp;adventurous lifestyle&nbsp;requires&nbsp;moments of&nbsp;crafty misdirection.<br><br>Interacting with a locker while sprinting will trigger a loud noise notification at your location and cause you to leave no scratch marks for&nbsp;{0} seconds.<br><br>You no longer enter lockers while sprinting and while this perk is active.<br><br><i>Deception</i> can only be triggered once every&nbsp;{1} seconds.,"[['3'], ['60', '50', '40']]",35,images/Perks/Aurora/iconPerks_deception.png
S24P03,23,,Power Struggle,Survivor,"You’ve never given up and you’re not about to start now.<br><br>Whenever you are in the dying state, you see the auras of available Pallets.<br><br>While being carried by The Killer, reaching {0}% wiggle progress activates <i>Power Struggle</i>. While <i>Power Struggle</i> is active, you can drop a nearby, standing pallet to stun The Killer.","[['25', '20', '15']]",40,images/Perks/Aurora/iconPerks_powerStruggle.png
S25P01,24,,Fast Track,Survivor,"Sometimes the sacrifice of others is necessary to get ahead.<br><br>Whenever another Survivor is hooked, you gain {0} tokens. You consume all tokens after a great Skill Check on a generator. Each token consumed grants a {1}% bonus progression for great Skill Checks when repairing generators.","[['1', '2', '3'], ['1']]",30,images/Perks/Comet/iconPerks_FastTrack.png
S25P02,24,,Smash Hit,Survivor,"When your rival makes a mistake, you seize the opportunity.<br><br>After stunning the Killer with a pallet, break into a sprint at {0}% your normal running speed for {1} seconds.<br><br>Causes the <b>Exhausted</b> status effect for {2} seconds.<br><br>This perk cannot be used while <b>Exhausted</b>.<br><br>Exhausted prevents Survivors from activating exhausting perks.","[['150'], ['4'], ['60', '50', '40']]",35,images/Perks/Comet/iconPerks_SmashHit.png
S25P03,24,,Self-Preservation,Survivor,"Life's unforgiving. Sometimes it's best to look out for yourself.<br><br>Whenever another Survivor within {0} meters of you gets hit by a basic attack or a special attack, <i>Self-Preservation</i> activates.<br><br>Your scratch marks, pools of blood and grunts of pain are hidden for {1} seconds.","[['16'], ['6', '8', '10']]",40,images/Perks/Comet/iconPerks_Self-Preservation.png
S26P01,25,,Counterforce,Survivor,"You know how to withstand an enemy stronger than you, and it starts with hunting down and knocking out their support.<br><br>You cleanse Totems 20% faster. After cleansing a Totem, you see the aura of the furthest Totem from you for {0} seconds and you gain an additional {1}% stackable speed bonus to cleansing Totems for the remainder of the trial.","[['2', '3', '4'], ['20']]",30,images/Perks/Eclipse/iconPerks_Counterforce.png
S26P02,25,,Resurgence,Survivor,You've come back from near impossible odds... and you'll do it again.<br><br>Gain {0}% healing progress instantly after being unhooked or unhooking yourself.,"[['40', '45', '50']]",35,images/Perks/Eclipse/iconPerks_Resurgence.png
S26P03,25,,Blast Mine,Survivor,"When direct combat isn't an option, you still find ways to strike back.<br><br><i>Blast Mine</i> activates after completing a total of {0}% worth of repair progress on generators.<br><br>After repairing a generator for at least {1} seconds, press the <i>Active Ability Button 1</i> to install a trap which stays active for {2} seconds. The Aura of trapped generators is revealed in yellow to all Survivors. Only one Blast Mine can be active on a generator.<br><br><li>When the Killer damages the trapped generator, the trap explodes, stunning them and blinding anyone nearby.<ul><li><i>Blast Mine</i> deactivates when the trapped generator is damaged by the Killer or when the timer expires.</li><br></ul></li>","[['50'], ['3'], ['40', '45', '50']]",40,images/Perks/Eclipse/iconPerks_BlastMine.png
S27P01,26,,Bite the Bullet,Survivor,"Pain hurts you as much as anyone, but you'd prefer others don't know that.<br><br>When healing, you and the Survivor you're healing make no noise, including grunts of pain. There is no noise notification on failed healing Skill Checks and healing regresses by only {0}%.","[['3', '2', '1']]",30,images/Perks/Eclipse/iconPerks_BiteTheBullet.png
S27P02,26,,Flashbang,Survivor,"You've adapted to a world in chaos and making what you can from the debris.<br><br>After completing {0}% progress on any generator, <i>Flashbang</i> activates.<br><br>Enter a locker while empty-handed and press the <i>Active Ability Button 1</i> to craft a flash grenade.<br><br><li>1 charge.</li><li>Detonates with a loud bang and flashing light.</li><li>Creates a noise notification.</li><li>Can be used to distract or blind.</li><br><br>You leave the flash grenade behind when escaping the trial.","[['70', '60', '50']]",35,images/Perks/Eclipse/iconPerks_Flashbang.png
S27P03,26,,Rookie Spirit,Survivor,"You keep a careful eye on objectives when they're slipping away.<br><br>Complete {0} good or great Skill Checks while repairing generators to activate <i>Rookie Spirit</i> for the remainder of the trial.<br><br>Once active, you can see the aura of regressing generators.","[['5', '4', '3']]",40,images/Perks/Eclipse/iconPerks_RookieSpirit.png
S28P01,27,,Clairvoyance,Survivor,"There is an intrinsic energy in you that sees beyond your vision.<br><br><i>Clairvoyance</i> activates whenever you cleanse a Totem.<br><br>When empty-handed, hold the <i>Ability Button</i> to unlock your full aura-reading potential. For up to {0} seconds, you see the auras of exit gate switches, generators, hooks, chests and the Hatch within a {1} meter range.","[['8', '9', '10'], ['64']]",30,images/Perks/Hubble/iconPerks_Clairvoyance.png
S28P02,27,,Boon: Circle of Healing,Survivor,A boon that offers comfort amidst the terror.<br><br>Press and hold the <i>Ability button</i> near a Dull or Hex Totem to bless it and create a Boon Totem. Soft chimes ring out in a {0} meter range.<br><br>Any Survivors within the Boon Totem's range gain a {1}% healing speed bonus and can heal themselves without needing a Med-Kit. Self-healing is done at 50% normal speed.<br><br>You can only bless one Totem at a time. All equipped boon perks are active on your Boon Totem.,"[['24'], ['40', '45', '50']]",35,images/Perks/Hubble/iconPerks_BoonCircleOfHealing.png
S28P03,27,,Boon: Shadow Step,Survivor,A boon that conceals the truth.<br><br>Press and hold the <i>Ability button</i> near a Dull or Hex Totem to bless it and create a Boon Totem. Soft chimes ring out in a {0} meter range.<br><br>Any Survivors within the Boon Totem’s range will have their scratch marks and auras hidden to the Killer. This effect lingers for {1} seconds after leaving the Boon Totem’s range.<br><br>You can only bless one Totem at a time. All equipped boon perks are active on your Boon Totem.,"[['24'], ['2', '3', '4']]",40,images/Perks/Hubble/iconPerks_BoonShadowStep.png
S29P01,28,,Overcome,Survivor,"You've calculated how much energy you can risk to expend.<br><br>When you are injured, you retain the movement speed bonus for {0} seconds longer.<br><br><i>Overcome</i> causes the <b>Exhausted</b> status effect for {1} seconds.<br><br><i>Overcome</i> cannot be used when Exhausted.<br><br>Exhausted prevents Survivors from activating exhausting perks.","[['2'], ['60', '50', '40']]",30,images/Perks/Ion/T_iconPerks_Overcome.png
S29P02,28,,Corrective Action,Survivor,"You quickly analyze problems and correct other's work when they make a mistake.<br><br>You start the trial with {0} token(s) and gain a token, up to a maximum of {1}, for every great Skill Check.<br><br>When a Survivor fails a Normal Skill Check while cooperating with you, 1 token is consumed and their failed Skill Check becomes a good Skill Check.","[['1', '2', '3'], ['5']]",35,images/Perks/Ion/T_iconPerks_CorrectiveAction.png
S29P03,28,,Boon: Exponential,Survivor,"When it seems like your number is up, you consider ways to recalculate the odds.<br><br>Press and hold the <i>Ability button</i> near a Dull or Hex Totem to bless it and create a Boon Totem. Soft chimes ring out in a {0} meter range.<br><br>All Survivors within the Boon Totem's range recover {1}% faster and can completely recover from the dying state.<br><br>You can only bless one Totem at a time. All equipped boon perks are active on your Boon Totem.","[['24'], ['90', '95', '100']]",40,images/Perks/Ion/T_iconPerks_BoonExponential.png
S30P01,29,,Parental Guidance,Survivor,"You have inherited the ability to hear the dead – and now, the dead warn you of danger.<br><br>After stunning the Killer by any means, your scratch marks, pools of blood and grunts of pain are hidden for {0} seconds.","[['5', '6', '7']]",30,images/Perks/Kepler/iconPerks_parentalGuidance.png
S30P02,29,,Empathic Connection,Survivor,"Your presence psychically projects itself to those in danger.<br><br>Whenever another Survivor is injured, they can see your aura within a range of {0} meters.<br><br>You heal other Survivors {1}% faster.","[['32', '64', '96'], ['10']]",35,images/Perks/Kepler/iconPerks_empathicConnection.png
S30P03,29,,Boon: Dark Theory,Survivor,Your obsessive study of the paranormal has given you unprecedented knowledge of other realms and planes of existence.<br><br>Press and hold the <i>Ability button</i> near a Dull or Hex Totem to bless it and create a Boon Totem. Soft chimes ring out in a {0} meter range.<br><br>Any Survivors within the Boon Totem’s range gain a {1}% <b>Haste</b> status effect. This effect lingers for {2} seconds after leaving the Boon Totem's range.<br><br>You can only bless one Totem at a time. All equipped boon perks are active on your Boon Totem.<br><br>Haste increases Survivor movement speed.,"[['24'], ['2'], ['2', '3', '4']]",40,images/Perks/Kepler/iconPerks_darkTheory.png
S31P01,30,,Inner Focus,Survivor,"You have honed your ability to see through the haze of the Ravage.<br><br>You can see other Survivors' scratch marks.<br><br>Whenever another Survivor loses a health state within <b>{2} meters</b> of you, the Killer's aura is revealed to you for {0} seconds.","[['3', '4', '5'], ['32'], ['32']]",30,images/Perks/Meteor/iconPerks_InnerFocus.png
S31P02,30,,Residual Manifest,Survivor,"A lifetime of chasing the darkness has taught you that the best disinfectant is light.<br><br>After a successful Killer Blind action, the Killer is affected by the <b>Blindness</b> status effect for {0} seconds.<br><br>This perk grants the ability to rummage through an opened chest once per trial and will guarantee a basic Flashlight.<br><br>Blindness prevents the Killer from seeing auras.","[['20', '25', '30']]",35,images/Perks/Meteor/iconPerks_ResidualManifest.png
S31P03,30,,Overzealous,Survivor,"Fighting back against the Ravage motivates and inspires you.<br><br>After cleansing any Totem, this perk activates.<br><br>Your generator repair speed is increased by {0}%. This bonus is doubled if you cleanse a Hex totem.<br><br>This perk deactivates when you lose a health state by any means.","[['6', '7', '8']]",40,images/Perks/Meteor/iconPerks_Overzealous.png
S32P01,31,,Wiretap,Survivor,"You know that the best way to stay one step ahead is to keep tabs on the competition.<br><br><i>Wiretap</i> activates after completing a total of {1}% worth of repair progress on generators.<br><br>After repairing a Generator for at least {2} seconds, press the <i>Active Ability button 1</i> to install a Wiretap, which stays active for {0} seconds. The Aura of trapped generators is revealed in yellow to all Survivors.<br><br><li>When the Killer enters within {3} meters of the trapped generator, their aura is revealed to all Survivors.<ul><li><i>Wiretap</i> deactivates when the trapped generator is damaged by the Killer or when the timer expires.</li></ul></li>","[['60', '70', '80'], ['33'], ['3'], ['14']]",30,images/Perks/Orion/iconPerks_Wiretap.png
S32P02,31,,Reactive Healing,Survivor,"The more the situation becomes compromised, the more determined you become to complete the operation.<br><br>When another Survivor loses a health state in a {1}-meter radius around you while you are injured, instantly increase your healing progression by {0}% of the missing healing progression.","[['40', '45', '50'], ['32']]",35,images/Perks/Orion/iconPerks_ReactiveHealing.png
S32P03,31,,Low Profile,Survivor,"You work best alone. When it’s just you and your pursuer, you know how to disappear.<br><br>When you become the last Survivor standing, this perk activates. Hide your scratch marks, pools of blood and grunts of pain caused by injuries for {0} seconds.","[['70', '80', '90']]",40,images/Perks/Orion/iconPerks_LowProfile.png
S33P01,32,,Better Than New,Survivor,"You are an expert in combat medicine. Patients leave your care reinvigorated.<br><br>Upon completing a healing action on another Survivor, the targeted Survivor gets a {0}% speed boost to healing, opening chests, cleansing and blessing Totems.<br><br>Survivors keep the bonus until they lose a health state.","[['12', '14', '16']]",30,images/Perks/Orion/iconPerks_BetterThanNew.png
S33P02,32,,Reassurance,Survivor,"Your presence helps allies focus, assuaging the panic associated with extreme conditions.<br><br>When within a {2}-meter radius around a hooked Survivor, use the <i>Active Ability Button 2</i> to pause their struggle progression for {0} seconds.<br><br>If they are on the struggle phase, it also pauses the Struggle Skill Checks.<br><br>Reassurance can only be triggered once per survivor per hook instance.","[['20', '25', '30'], ['40'], ['6']]",35,images/Perks/Orion/iconPerks_Reassurance.png
S33P03,32,,Hyperfocus,Survivor,"You throw yourself entirely into your tasks and find ways to be more efficient than anyone else.<br><br>After hitting a great Skill Check while repairing or healing, this perk gains {1} token, up to {2} tokens. Each token increases the chance of Skill Check trigger by {3}%, the Skill Check cursor speed by {4}% and the bonus progression for great Skill Checks by {0}% of its base value.<br><br>The perk loses all tokens in case of normal Skill Check successes, Skill Check fails, or if the action is stopped by any means.","[['10', '20', '30'], ['1'], ['6'], ['4'], ['4']]",40,images/Perks/Orion/iconPerks_Hyperfocus.png
S34P01,33,,Potential Energy,Survivor,"Your arcane abilities have adapted to The Entity's Realm after centuries of wandering, granting you unprecedented control over its many devices.<br><br>After working on a generator for {0} uninterrupted seconds, press the <i>Active Ability Button 2</i> to activate this perk. When this perk is active, repairing the generator will charge this perk instead of making the generator progress. For each 1.5% of generator repair, the perk will gain 1 token, up to {1} tokens.<br><br>While this perk has at least one token and you are working on a generator, you can press the <i>Active Ability Button 2</i> to consume all the tokens and instantly make the generator progress by 1% for each token. This perk then deactivates.<br><br>If you lose a health state while this perk has at least {3} token, the perk will lose all tokens and deactivate. Missing a Skill Check will also result in some tokens lost.","[['12', '10', '8'], ['20'], ['1'], ['1']]",30,images/Perks/Quantum/iconPerks_PotentialEnergy.png
S34P02,33,,Fogwise,Survivor,"In your countless years in the fog, you've seen it all, and when you're focused, you can remember most of it, too.<br><br>Hitting a great Skill Check while repairing a generator reveals the Killer's aura to you for {0} seconds.","[['4', '5', '6']]",35,images/Perks/Quantum/iconPerks_Fogwise.png
S34P03,33,,Quick Gambit,Survivor,"When you have a Killer's attention, you know how to keep it; others can be confident they won't be interrupted any time soon.<br><br>When you are chased within {0} meters of any generator, any other Survivor working on that generator receives a {1}% speed boost to the repair action.","[['24'], ['6', '7', '8']]",40,images/Perks/Quantum/iconPerks_VittoriosGambit.png
S35P01,34,,Cut Loose,Survivor,"You get in enough trouble. You know how to get out of it.<br><br>After performing a rushed vault in a chase, this perk activates.<br><br>While this perk is active, your rushed vaults are silent for up to {0} seconds and successfully performing a rushed vault during that time resets the timer.<br><br>This perk goes on cool-down for {1} seconds.&nbsp;","[['4', '5', '6'], ['45']]",30,images/Perks/Saturn/iconPerks_CutLoose.png
S35P02,34,,Friendly Competition,Survivor,"You revel in the community spirit of a competition, and inspire others to follow suit.<br><br>Whenever you finish repairing a generator with at least one other Survivor, this perk activates.<br><br>You and other survivors who finished repairing the generator with you get {0}% increased repair progress speed&nbsp;for {1} seconds.<br><br><i>Survivors can only have one instance of this perk's ability active at once.</i>","[['5'], ['45', '60', '75']]",30,images/Perks/Saturn/iconPerks_FriendlyCompetition.png
S35P03,34,,Teamwork: Power of Two,Survivor,"It’s hard to keep up with you, but it doesn’t stop people from trying.<br><br>Whenever you finish healing another Survivor, you both move&nbsp;{0}%&nbsp;faster as&nbsp;long as you stay within {1} meters&nbsp;of the Survivor you healed or until one of you loses a health state.<br><br><i>Teamwork: Power of Two</i> can only trigger once every {2} seconds.<br><br>Survivors can only be affected by one <i>Teamwork: Power of Two</i> effect at a time.","[['5'], ['12'], ['180', '160', '140']]",30,images/Perks/Saturn/iconPerks_TeamworkPowerOfTwo.png
S36P01,35,,Background Player,Survivor,"You're not usually the center of attention. In some cases, this can be a good thing.<br><br>After you unhook another Survivor, break into a sprint at {0}% of your normal running speed for {1} seconds and gain Exhaustion.<br><br><i>This perk cannot be used while suffering from Exhaustion.</i><br><br>This perk causes exhaustion for {2} seconds.&nbsp;<br><br>Exhaustion prevents Survivors from activating other perks that cause Exhaustion.","[['150'], ['6'], ['60', '50', '40']]",30,images/Perks/Saturn/iconPerks_BackgroundPlayer.png
S36P02,35,,Blood Rush,Survivor,"Your mind and body are honed for great feats, allowing you to push through with extra effort when necessary.<br><br>This perk activates once you are one hook away from instant death.<br><br>While healthy, running, and suffering from Exhaustion, press the <i>Active Ability Button 1</i> to lose a health state and recover from Exhaustion instantly and gain the Broken status effect for {0} seconds.<br><br>You are automatically healed from injured to healthy after {1} seconds. Being put into the dying state will cancel the healing effect.<br><br><i>Activating Blood Rush will disable it for the remainder of the trial.</i><br><br>Exhaustion prevents Survivors from activating other perks that cause Exhaustion.<br><br>Broken prevents Survivors from being healed.","[['28', '24', '20'], ['28', '24', '20']]",30,images/Perks/Saturn/iconPerks_BloodRush.png
S36P03,35,,Teamwork: Collective Stealth,Survivor,"When someone helps you out, you respond in kind.<br><br>Whenever another Survivor finishes healing you, you both leave no scratch marks as&nbsp;long as you stay within {1} meters&nbsp;of the Survivor who healed you or until one of you loses a health state.<br><br><i>Teamwork: Collective Stealth</i> can only trigger once every {2} seconds.<br><br>Survivors can only be affected by one <i>Teamwork: Collective Stealth</i> effect at a time.","{'1': ['12'], '2': ['180', '160', '140']}",30,images/Perks/Saturn/iconPerks_TeamworkCollectiveStealth.png
Saboteur,3,,Saboteur,Survivor,Unlocks potential in one's aura reading ability.<br><br><li>See hook auras in a 56 meter radius from the pickup spot if another Survivor is being carried. Scourge Hooks are shown in yellow.</li><li>Unlocks the ability to sabotage hooks without a Toolbox.</li><li>Sabotaging a hook without a Toolbox takes 2.5 seconds.</li><li>The sabotage action has a {0} second cooldown.</li>,"[['90', '75', '60']]",40,images/Perks/iconPerks_saboteur.png
Save_The_Best_For_Last,,268435461,Save the best for last,Killer,"You become <b>obsessed</b> with one Survivor.<br><br>Earn a token for each successful <i>basic attack</i> that is not dealt to the Obsession.<br><br>Each token grants a stackable {0}% decreased successful <i>basic attack</i> cooldown, you can earn up to {1} tokens.<br><br>Hitting your Obsession with a <i>basic attack</i> will cause you to lose {2} tokens.<br><br>You can no longer gain tokens if your Obsession is sacrificed or killed.<br><br>The Killer can only be <b>obsessed</b> with one Survivor at a time.","[['5'], ['8'], ['4', '3', '2']]",30,images/Perks/DLC2/iconPerks_saveTheBestForLast.png
SecondWind,18,,Renewal,Survivor,"When you have healed other Survivors for the equivalent of one health state, <i>Renewal</i> activates. If you are already afflicted by the <b>Broken</b> status effect, <i>Renewal</i> does not activate.<br><br>While <i>Renewal</i> is activated, the next time you are unhooked or you unhook yourself, you are affected by the <b>Broken</b> status effect.&nbsp;After a total duration of&nbsp;{0} seconds,&nbsp;<i>Renewal</i> automatically heals you from injured to healthy.<br><br><i>Renewal</i>&nbsp;deactivates once you become healthy or if you are put into the dying state before <i>Renewal</i> successfully triggers. You lose the <b>Broken</b> status effect.<br><br>Broken prevents Survivors from being healed.","[['28', '24', '20']]",,images/Perks/Qatar/iconPerks_secondWind.png
SelfSufficient,7,,Unbreakable,Survivor,Past battles have taught you a thing or two about survival.<br><br>Grants the ability to fully recover from the dying state <b>once per trial</b>. Increases dying recovery speed by {0}%.,"[['25', '30', '35']]",40,images/Perks/L4D/iconPerks_unbreakable.png
Self_Care,2,,Self-Care,Survivor,Unlocks the ability to heal yourself without a healing item at&nbsp;{0}%&nbsp;the normal healing speed.,"[['25', '30', '35']]",40,images/Perks/iconPerks_selfCare.png
Shadowborn,,268435457,Shadowborn,Killer,You have a keen vision in the darkness of the night.<br><br>Your field of view is {0} degrees wider than normal.<br><br><i>Does not stack with other FOV increases.</i>,"[['9', '12', '15']]",40,images/Perks/iconPerks_shadowborn.png
Slippery_Meat,,,Slippery Meat,Survivor,You have developed an efficient way to get off hooks.<br><br><li>Grants up to {0} extra escape attempts on the hook.</li><li>Hook escape attempts have a {1}% increased chance to succeed.</li>,"[['3'], ['2', '3', '4']]",,images/Perks/iconPerks_slipperyMeat.png
Sloppy_Butcher,,,Sloppy Butcher,Killer,"You know where to hit to make them bleed.<br><br>Wounds inflicted by <i>basic attacks</i> cause Survivors to suffer from the <b>Hemorrhage</b> and <b>Mangled</b> status effects.<li><b>Increases</b> the rate at which healing progression is lost from <b>Hemorrhage</b> by {0}%.</li><li>Both status effects are removed once the Survivor is fully healed.</li><br><br>Hemorrhage regresses healing progress when not healing, and increases blood trails left by injured Survivors.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.","[['15', '20', '25']]",,images/Perks/iconPerks_sloppyButcher.png
Small_Game,,,Small Game,Survivor,"You have the undeniable capability to sense danger. Get an auditory warning when looking in the direction of Totems in a 45-degree cone within a range of {0} meters. Small Game has a cooldown of {1} seconds each time it activates. For each Dull Totem and Hex Totem cleansed by any player, gain a Token. Small Game's detection cone is reduced by 5 degrees per token.","[['8', '10', '12'], ['14', '12', '10']]",,images/Perks/iconPerks_smallGame.png
SoleSurvivor,5,,Sole Survivor,Survivor,"As more of your friends fall to the Killer, you become shrouded in isolation and the Killer's <b>aura-reading abilities</b> towards you are disrupted.<br><br>Every time a fellow Survivor is killed or sacrificed, gain a token. For each token, your aura cannot be read by The Killer within a max range of {0} meters.<br><br>When you're the last Survivor alive:<li>Gain 75% action speed when repairing generators.</li><li>Gain 50% action speed while opening an exit gate or the Hatch.</li><br><br>Increases your chances of being The Killer's Obsession.<br><br>The Killer can only be <b>obsessed</b> with one Survivor at a time.","[['20', '22', '24']]",30,images/Perks/DLC2/iconPerks_soleSurvivor.png
Solidarity,15,,Solidarity,Survivor,"Sharing painful experiences has the power to heal.<br><br>While injured, healing a Survivor without using a Med-kit also heals you at a {0}% conversion rate.","[['40', '45', '50']]",30,images/Perks/Mali/iconPerks_solidarity.png
SoulGuard,21,,Soul Guard,Survivor,"You have been through immense hardship and you’re stronger for it.<br><br>Gain the <b>Endurance</b> status effect for {0} seconds after being healed or having recovered from the dying state.<br><br>While cursed by a Hex, you can fully recover from the dying state.<br><br>This effect can only trigger once every 30 seconds.<br><br>Endurance prevents a Survivor from being downed, inflicting Deep Wound instead.<br><br>Deep Wound will put a Survivor in the dying state unless it is mended before the timer runs out.","[['4', '6', '8'], ['20']]",30,images/Perks/Wales/iconPerks_soulGuard.png
Spies_From_The_Shadows,,,Spies from the Shadows,Killer,"The crows found in the world can communicate with you directly.<br><br>{0}% of the time, cawing crows give you a visual cue when you are within a {1} meter range.<br><br><i>Spies From The Shadows</i> has a cooldown of {2} seconds.","[['100'], ['20', '28', '36'], ['5']]",,images/Perks/iconPerks_spiesFromTheShadows.png
Spine_Chill,,,Spine Chill,Survivor,"An unnatural tingle warns you of impending doom.<br><br>Get notified when the Killer is within a 36-meter range. If the Killer is within range and is looking at you with a clear line of sight, your speed while repairing, sabotaging, healing, unhooking, cleansing, blessing, opening exit gates and unlocking is increased by {0}%.<li>The effects of <i>Spine Chill</i> linger for 0.5 seconds after the Killer looks away or is out of range.</li><li><i>Spine Chill's</i> icon indicates the strength of the Killer's Terror Radius.</li>","[['2', '4', '6']]",,images/Perks/iconPerks_spineChill.png
SpiritFury,,268435468,Spirit Fury,Killer,"Each pallet you break magnifies the wrath&nbsp;of The Entity.<br><br>After you break {0} pallets, the next time you are stunned by a pallet,&nbsp;The Entity will instantly break the pallet.<br><br>You still suffer from the stun effect penalty.","[['4', '3', '2']]",30,images/Perks/Haiti/iconPerks_spiritFury.png
Sprint_Burst,1,,Sprint Burst,Survivor,"When starting to run, break into a sprint at {0}% of your normal running speed for a maximum of {1} seconds.<br><br>Causes the <i>Exhausted</i> status effect for {2} seconds.<br><br><i>Sprint Burst</i> cannot be used while <i>Exhausted</i>.<br><br>You do not recover from the <i>Exhausted</i> status effect while running.<br><br>Exhausted prevents Survivors from activating exhausting perks.","[['150'], ['3'], ['60', '50', '40']]",35,images/Perks/iconPerks_sprintBurst.png
StakeOut,12,,Stake Out,Survivor,"Getting close to the Killer fills you with determination. For each {0} seconds you are standing within the Killer Terror Radius and not in a chase, you gain a token up to a maximum of {1} tokens.<br><br>When <i>Stake Out</i> has at least <b>1 token</b>, good Skill Checks are considered great Skill Checks, consume <b>1 token</b>, and grant an additional 1% bonus to generator repair progress.","[['15'], ['2', '3', '4']]",40,images/Perks/Finland/iconPerks_stakeOut.png
Streetwise,4,,Streetwise,Survivor,"Long nights out taught you to do a lot with what you've got. Reduce consumption rate of item charge by {0}% for you and allies within a {1} meter range. Once out of range, this effect persists for {2} seconds.","[['15', '20', '25'], ['8'], ['15']]",40,images/Perks/iconPerks_streetwise.png
Stridor,,268435459,Stridor,Killer,You are acutely sensitive to the breathing of your prey.<br><br>Breathing of Survivors in pain is {0}% louder and regular breathing is {1}% louder.,"[['25', '50'], ['0', '25']]",30,images/Perks/iconPerks_stridor.png
Surge,,268435472,Jolt,Killer,Your eerie presence charges the air and interferes with technology.<br><br>Putting a Survivor into the dying state with a <i>basic attack</i> causes all generators within a 32-meter radius to explode instantly and begin regressing. Generators affected by <i>Jolt</i> immediately lose {0}% of their progress.,"[['6', '7', '8']]",,images/Perks/Qatar/iconPerks_surge.png
Surveillance,,268435466,Surveillance,Killer,"Unlocks potential in one's aura reading ability. Any regressing generator will be highlighted by a white aura. If the regression is interrupted on a generator, it will be highlighted by a yellow aura for {0} seconds.<br><br>Noises created by generator repairs are audible at an additional {1} meters.","[['8', '12', '16'], ['8']]",35,images/Perks/Finland/iconPerks_surveillance.png
